SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
760PFCL35,N3,1212,1214.01,1212,1214.01,1214.01,1212.11,77,93436.56,25-Aug-2025,2,INE134E07588
764NABAR31,N2,1121.35,1121.85,1118.61,1121.81,1121.85,1121.81,2862,3206451.39,25-Aug-2025,29,INE261F07032
764HUDCO31,N8,1145,1145,1145,1145,1145,1127.5,1,1145.00,25-Aug-2025,1,INE031A07AO5
769HUDCO31,N9,1142,1142.01,1137.5,1142,1142,1143.11,1762,2008222.30,25-Aug-2025,21,INE031A07AT4
812REC27,NI,1053,1053,1046.21,1046.25,1046.21,1052,500,525132.62,25-Aug-2025,5,INE020B07GH7
82HUDCO27,N2,1073,1076,1073,1073.09,1073.09,1073.05,3287,3528246.29,25-Aug-2025,8,INE031A07840
830PFCL27,N5,1112,1112,1112,1112,1112,1112,10,11120.00,25-Aug-2025,1,INE134E07208
850NHAI29,N5,1124.5,1124.5,1124.5,1124.5,1124.5,1150,5,5622.50,25-Aug-2025,1,INE906B07DE1
858HUDCO29,NC,1333.11,1333.11,1333.11,1333.11,1333.11,1333,29,38660.19,25-Aug-2025,2,INE031A07972
866IIFC34B,N3,1402,1402,1402,1402,1402,1450,2,2804.00,25-Aug-2025,1,INE787H07347
875NHAI29,N6,1159,1159,1151.5,1153.27,1151.5,1157,1172,1352246.40,25-Aug-2025,19,INE906B07DF8
876HUDCO28,ND,1159.5,1162.31,1159.5,1162,1162,1158,821,953353.91,25-Aug-2025,10,INE031A07949
891IIFCL34,N4,1277,1280,1277,1280,1280,1292.36,53,67780.00,25-Aug-2025,11,INE787H07370
891NTPC33,N6,1284.99,1284.99,1284.99,1284.99,1284.99,1284.99,2,2569.98,25-Aug-2025,1,INE733E07JJ9
892PFCL33,N8,1286,1297,1285,1286.26,1289,1286,1628,2093948.75,25-Aug-2025,17,INE134E07463
901HUDCO34,NE,1310,1310,1290,1290,1290,1305.93,182,236973.12,25-Aug-2025,11,INE031A07AB2
ABCOTS,SM,430,430,405,412.4,410.05,412.8,8000,3333900.00,25-Aug-2025,7,INE08PH01015
ABINFRA,BE,193,194,188.1,193.02,193.99,193.91,29909,5721145.49,25-Aug-2025,257,INE00YB01017
AGUL,SM,54.5,54.5,54.5,54.5,54.5,54.45,2000,109000.00,25-Aug-2025,1,INE0O6N01012
A2ZINFRA,BE,18.8,19.25,18.11,18.54,18.6,18.56,127037,2358854.29,25-Aug-2025,241,INE619I01012
AAATECH,EQ,81,84,81,81.73,81.98,80.74,17976,1478821.01,25-Aug-2025,638,INE0D0U01013
AADHARHFC,EQ,524.75,530,516,517.25,518.55,521.85,773811,405446564.40,25-Aug-2025,17693,INE883F01010
AAKAAR,SM,90.55,94.8,88.3,90.15,88.3,93.1,32000,2912960.00,25-Aug-2025,17,INE1GYP01013
AAKASH,BE,10.63,11,10.6,10.8,10.89,10.62,92762,1004734.90,25-Aug-2025,392,INE087Z01024
AARADHYA,ST,116.5,117,115.25,116.55,116.6,116.65,40800,4750860.00,25-Aug-2025,17,INE124401014
AAREYDRUGS,BE,60.6,62.8,60.6,62.39,62.11,63.03,9721,603516.01,25-Aug-2025,218,INE198H01019
AARON,EQ,230,258,230,238.85,232.15,430,241630,60618705.05,25-Aug-2025,7034,INE721Z01010
AARTECH,EQ,62.89,63.1,59.06,59.87,59.58,60.68,93928,5709994.45,25-Aug-2025,1314,INE01C001026
AARTIDRUGS,EQ,489,490,477.1,480.9,480.25,483.05,211290,101905004.85,25-Aug-2025,9250,INE767A01016
AARTIIND,EQ,382.95,389.5,382.3,388.55,387.95,382.3,463760,179729118.00,25-Aug-2025,12528,INE769A01020
AARTIPHARM,EQ,865.8,868.95,825,827.6,826.9,863.25,417772,349593401.10,25-Aug-2025,30406,INE0LRU01027
AARTISURF,BE,483.9,483.9,474.25,475,475,474.25,1571,746728.65,25-Aug-2025,66,INE09EO01013
AARVEEDEN,BE,191.99,194,181,183.66,184,188.01,18014,3347154.93,25-Aug-2025,204,INE273D01019
AARVI,EQ,121.65,123.79,116.26,122.06,121.2,121.54,39213,4753461.70,25-Aug-2025,767,INE754X01016
AATMAJ,SM,19,19,18.95,19,19,19.1,6000,113900.00,25-Aug-2025,3,INE0OB201016
AAVAS,EQ,1657.9,1664.8,1627,1631.9,1631,1650,85812,140353015.30,25-Aug-2025,10551,INE216P01012
ABAN,EQ,51.99,52.14,49,49.57,49.45,49.55,262524,13370990.07,25-Aug-2025,3781,INE421A01028
AFSL,EQ,222.9,224.9,220,220.32,220,221.02,69756,15399603.70,25-Aug-2025,1557,INE00ZE01026
ABB,EQ,5100,5113.5,5045,5100.5,5100.5,5063,246352,1255318609.50,25-Aug-2025,24614,INE117A01022
ABBOTINDIA,EQ,32145,32145,31470,31520,31530,31875,6091,193292385.00,25-Aug-2025,3044,INE358A01014
ABHAPOWER,SM,52.25,52.25,48.6,48.95,49.5,50.75,33600,1682880.00,25-Aug-2025,21,INE0UYG01015
AILIMITED,SM,40,43.95,39.95,41.95,39.95,42.05,36000,1454625.00,25-Aug-2025,22,INE0CAJ01017
ABMINTLLTD,BE,45.85,45.85,43.76,44.9,44.9,46.07,1436,64651.34,25-Aug-2025,45,INE251C01025
ABSMARINE,SM,204.75,209.95,202.55,203.9,202.55,202.15,23000,4722225.00,25-Aug-2025,46,INE0QRV01016
ACC,EQ,1819,1828.3,1805,1807.7,1806.5,1821.1,215303,390754383.10,25-Aug-2025,16811,INE012A01025
ACCELYA,EQ,1423.8,1460,1408.1,1432.5,1433,1409.7,16719,24070348.70,25-Aug-2025,2744,INE793A01012
ACCENTMIC,ST,300,300.9,292,298.4,299.45,299.2,15000,4453525.00,25-Aug-2025,28,INE0Q5D01013
ACCPL,SM,59.15,59.95,59.15,59.35,59.3,59.85,8400,499440.00,25-Aug-2025,7,INE0T8T01010
ACCURACY,EQ,7.25,7.25,7,7.07,7.18,7.15,78432,555782.32,25-Aug-2025,630,INE648Z01023
ACEINTEG,EQ,25.2,25.2,23.8,24.04,23.9,24.17,15165,368613.56,25-Aug-2025,115,INE543V01017
ACMESOLAR,EQ,290,309.85,288.95,303.3,304,290.8,7371933,2238340868.85,25-Aug-2025,96084,INE622W01025
ACE,EQ,995.6,1103.9,991.6,1080.5,1068,985.4,8981829,9648811876.50,25-Aug-2025,346383,INE731H01025
ACUTAAS,EQ,1423.9,1445,1413,1429.6,1422,1423.9,308206,441161592.30,25-Aug-2025,22580,INE00FF01025
ADANIENSOL,EQ,805,807.85,795.05,805.75,805,800.15,718727,576800029.10,25-Aug-2025,21355,INE931S01010
ADANIENT,EQ,2335.7,2348.4,2300,2302.9,2302.8,2324.9,542455,1257353106.10,25-Aug-2025,28277,INE423A01024
ADANIGREEN,EQ,958.35,972.7,958.35,964.1,964.15,957.2,943859,911523624.30,25-Aug-2025,26580,INE364U01010
ADANIPORTS,EQ,1341.3,1348.9,1332.5,1340.4,1344.6,1341.2,1214246,1625908531.70,25-Aug-2025,46434,INE742F01042
ADANIPOWER,EQ,595.15,608,590.1,605.65,607.5,594.3,2687589,1614302018.40,25-Aug-2025,51965,INE814H01011
ATGL,EQ,620,633.2,618.15,631.25,630.8,617.75,722258,454150626.80,25-Aug-2025,28895,INE399L01023
LAWSIKHO,SM,148,148,142.85,143.35,144,147.7,39000,5681575.00,25-Aug-2025,47,INE0RDH01021
ADFFOODS,EQ,230,233.5,228.6,230.89,232,228.47,62049,14332733.84,25-Aug-2025,2018,INE982B01027
ABSLAMC,EQ,891.3,895.05,869,874.55,871,882.2,203152,179540769.90,25-Aug-2025,14778,INE404A01024
ABCAPITAL,EQ,287.5,291.95,284.55,285.2,285,286.35,3780591,1088146620.00,25-Aug-2025,40190,INE674K01013
ABFRL,EQ,81.44,83.4,80.86,81.98,81.95,81.25,30724283,2529732263.80,25-Aug-2025,76857,INE647O01011
ABLBL,EQ,144,145.9,142.14,144.13,144.25,142.81,803259,115828188.97,25-Aug-2025,13404,INE14LE01019
BIRLAMONEY,EQ,178,194.37,176.16,181.34,181.4,173.31,1078413,201498653.91,25-Aug-2025,16282,INE865C01022
ABREL,EQ,1804.9,1850,1803.1,1845.4,1841,1796.3,102845,188723862.40,25-Aug-2025,12517,INE055A01016
CPPLUS,EQ,1354,1354,1292.45,1319.75,1320.9,1360.45,727098,954869962.20,25-Aug-2025,31247,INE819V01029
AUSL,ST,39,39,38.15,38.15,38.15,38.4,8000,307700.00,25-Aug-2025,4,INE01YQ01013
AVL,EQ,505.6,512.4,498,502.05,504,502.25,132061,66494462.35,25-Aug-2025,8369,INE679V01027
BSLGOLDETF,EQ,88.01,88.88,88.01,88.66,88.88,87.68,139425,12358049.21,25-Aug-2025,723,INF209KB18D3
BSLNIFTY,EQ,29.3,29.3,28.6,28.93,28.93,28.9,152973,4427029.60,25-Aug-2025,5325,INF209KB19D1
ADOR,EQ,915.85,927.8,907,914.55,922.5,915.55,8650,7941486.45,25-Aug-2025,2920,INE045A01017
ADROITINFO,EQ,11.2,11.2,10.53,10.55,10.55,10.95,46619,500851.47,25-Aug-2025,296,INE737B01033
ADVENZYMES,EQ,305.1,311.35,303.9,309.3,307.5,306.3,187854,57631847.65,25-Aug-2025,7612,INE837H01020
ADVANIHOTR,EQ,63.87,64.64,63.1,63.57,63.83,63.87,40367,2574800.40,25-Aug-2025,1258,INE199C01026
AEGISLOG,EQ,733.5,739,723.6,725.2,726,735.05,177055,128876706.35,25-Aug-2025,7371,INE208C01025
AEGISVOPAK,EQ,252.31,260.74,248.6,258.87,260,253.58,386643,98444859.70,25-Aug-2025,9483,INE0INX01018
9AEL30,NE,1015,1015,1014.99,1015,1015,1013.8,500,507498.00,25-Aug-2025,3,INE423A07443
915AEL28,NC,1008,1008,1007.9,1007.9,1007.9,1004.04,140,141113.00,25-Aug-2025,3,INE423A07435
930AEL30,NF,1000,1005.3,1000,1003.07,1003.07,1004.07,560,561499.53,25-Aug-2025,19,INE423A07393
AEROENTER,EQ,91.98,92.58,89.01,89.76,89.7,91.58,135456,12260673.13,25-Aug-2025,1680,INE065D01027
AEROFLEX,EQ,181.45,183.5,178.99,179.68,179.9,181.01,317511,57490349.84,25-Aug-2025,8268,INE024001021
AERONEU,BE,103,103.5,98.32,101,101,103.5,1672,170294.74,25-Aug-2025,43,INE035801013
AERON,SM,113.15,114.95,113.15,114.95,114.95,115.05,4000,455900.00,25-Aug-2025,4,INE0WL801011
AESTHETIK,ST,118.05,121.4,118.05,120.5,121,118.05,10000,1201800.00,25-Aug-2025,5,INE0TSF01011
AETHER,EQ,774.85,774.85,756.1,757.8,758,771.3,41258,31470490.90,25-Aug-2025,4077,INE0BWX01014
AFCONS,EQ,428.2,434.4,428.2,431.05,430.2,430.95,349214,150841583.85,25-Aug-2025,15760,INE101I01011
AFFLE,EQ,1955,1958.2,1926,1936.3,1935,1948.4,111721,216697976.90,25-Aug-2025,21113,INE00WC01027
AFFORDABLE,EQ,398.7,398.7,344,348.85,345,398.7,138347,50001858.00,25-Aug-2025,5817,INE692Z01013
AGARWALFT,SM,65.55,67.5,64.55,67.15,67.5,67.1,28500,1876125.00,25-Aug-2025,19,INE0MLA01012
AGARIND,EQ,810.9,811.9,792.2,795.75,795,802.4,23011,18445728.55,25-Aug-2025,1844,INE204E01012
AGARWALTUF,SM,150.85,153.95,146,150.55,149.95,147.25,69600,10405200.00,25-Aug-2025,54,INE0P8X01016
AGI,EQ,945.4,948.9,920.45,937,931,943.95,116010,108364278.20,25-Aug-2025,9925,INE415A01038
AGIIL,EQ,1178,1180,1158.5,1175.6,1170,1171.9,116031,135504002.80,25-Aug-2025,4105,INE976R01025
AGNI,SM,27.3,27.3,23,23.4,23.4,22.8,32500,784750.00,25-Aug-2025,12,INE0LF301013
AGRITECH,EQ,143.71,146.77,140.75,142.51,144.5,143.56,14659,2102166.69,25-Aug-2025,787,INE449G01018
AGROPHOS,BE,46.88,47,43.11,45.19,45,45.04,319373,14493228.71,25-Aug-2025,704,INE740V01019
AGSTRA,BE,5.77,6.04,5.51,5.99,6.02,5.76,840481,4944557.69,25-Aug-2025,1351,INE583L01014
AHLADA,EQ,58.75,59.28,57.16,57.48,57.99,58.62,23043,1333289.41,25-Aug-2025,337,INE00PV01013
AHLUCONT,EQ,932.9,968.9,932.9,958.9,961.9,932,36450,34767469.70,25-Aug-2025,4436,INE758C01029
AIAENG,EQ,3100,3121.9,3085,3090.1,3087.5,3107.7,54878,170355360.30,25-Aug-2025,7262,INE212H01026
AIMTRON,SM,683.05,687,670,671.9,670,689.05,37600,25483800.00,25-Aug-2025,87,INE0RUV01018
GOLDTECH,EQ,72,72,67.95,69.11,68.1,69.73,31427,2168805.78,25-Aug-2025,842,INE805A01014
AIRAN,EQ,26.25,26.49,25.75,25.89,25.81,26.21,95399,2482341.58,25-Aug-2025,839,INE645W01026
AIROLAM,EQ,114,114.7,109,109.89,110,112.29,8002,895356.51,25-Aug-2025,268,INE801L01010
AIRTELPP,E1,1480,1480,1450,1466.55,1463,1468.9,31663,46319780.90,25-Aug-2025,1280,IN9397D01014
AJANTPHARM,EQ,2639.8,2650,2614.7,2622,2615.8,2638.5,33499,87973459.90,25-Aug-2025,10615,INE031B01049
AJAXENGG,EQ,687.9,698,680.1,694.5,695.65,679.85,118810,81928069.25,25-Aug-2025,7879,INE274Y01021
AJMERA,EQ,895.2,909.45,885.9,905.25,907.4,895.15,21682,19538771.65,25-Aug-2025,2058,INE298G01027
AJOONI,EQ,5.19,5.19,5.07,5.08,5.07,5.11,234199,1202343.45,25-Aug-2025,555,INE820Y01021
AKANKSHA,ST,89.9,89.9,86.2,88,88.5,90.2,21000,1833400.00,25-Aug-2025,20,INE0PCY01014
AKASH,EQ,26.28,26.96,26.28,26.92,26.94,26.76,2738,72844.82,25-Aug-2025,62,INE737W01013
AKG,EQ,12.5,12.74,12.5,12.6,12.62,12.63,9329,117762.28,25-Aug-2025,90,INE00Y801016
AKI,BE,9.45,9.8,9.3,9.54,9.55,9.38,34594,331379.92,25-Aug-2025,155,INE642Z01026
AKIKO,ST,142,153.95,142,153.95,153.95,146.65,40000,6091120.00,25-Aug-2025,25,INE0PMR01017
AFIL,EQ,7.4,7.4,7.15,7.19,7.15,7.2,437611,3162717.22,25-Aug-2025,1128,INE916Y01027
AKSHOPTFBR,EQ,7.89,7.89,7.61,7.65,7.66,7.83,286632,2209959.63,25-Aug-2025,547,INE523B01011
AKSHAR,EQ,0.58,0.6,0.54,0.6,0.6,0.55,2928640,1727025.56,25-Aug-2025,845,INE256Z01025
AKSHARCHEM,EQ,284.25,284.25,271.7,279.35,274.1,281.1,7728,2143444.75,25-Aug-2025,550,INE542B01011
AKUMS,EQ,491.95,491.95,470.75,478.35,477.9,480.05,1174656,561711238.00,25-Aug-2025,26543,INE09XN01023
AKZOINDIA,EQ,3382.1,3448,3382.1,3422.4,3438.1,3399.6,17306,59253963.70,25-Aug-2025,3891,INE133A01011
ALANKIT,EQ,14.37,14.75,14.18,14.26,14.3,14.31,219427,3151018.88,25-Aug-2025,1272,INE914E01040
ALBERTDAVD,EQ,813.95,815,805.05,807.2,806,810.3,2506,2032241.60,25-Aug-2025,569,INE155C01010
ALEMBICLTD,EQ,105.79,106.4,105,105.1,105,105.52,124159,13100773.65,25-Aug-2025,3137,INE426A01027
APLLTD,EQ,974.9,986,969.05,978.05,974.9,974.6,33219,32520284.60,25-Aug-2025,3852,INE901L01018
ALICON,EQ,854.7,869.9,842,847.25,842,850.25,9861,8505809.85,25-Aug-2025,1098,INE062D01024
ALIVUS,EQ,966,978,956.8,970,967,969.7,167725,162543733.80,25-Aug-2025,6282,INE03Q201024
ALKALI,EQ,91,91.58,88.15,88.93,88.19,88.74,15914,1438374.33,25-Aug-2025,1806,INE773I01017
ALKEM,EQ,5430,5474,5397.5,5415.5,5411,5426,142332,774401916.00,25-Aug-2025,17057,INE540L01014
ALKYLAMINE,EQ,2150,2201.9,2112,2122.5,2124,2150.8,41142,88644673.00,25-Aug-2025,9121,INE150B01039
ALLETEC,SM,309.8,311.6,303.5,309.25,309.95,309.9,25200,7758640.00,25-Aug-2025,61,INE0M2X01012
ALLTIME,EQ,318.8,334.9,318.75,328.35,329,315.25,4386855,1440828482.20,25-Aug-2025,67574,INE0GV601021
ACLGATI,EQ,62.89,63.84,62.2,62.54,63.3,62.85,101595,6375930.86,25-Aug-2025,1452,INE152B01027
ALLCARGO,EQ,33.63,34.11,33,33.19,33.35,33.71,1057578,35358493.82,25-Aug-2025,5544,INE418H01029
ATL,EQ,27.25,28.1,27.17,27.31,27.25,27.47,129329,3576376.46,25-Aug-2025,1088,INE0NN701020
ALLDIGI,EQ,969.8,982.4,956.05,963.75,957,962.25,5918,5734457.75,25-Aug-2025,850,INE835G01018
ABDL,EQ,524.3,525.4,510,511.95,513,522.1,189065,97618706.80,25-Aug-2025,6856,INE552Z01027
ADSL,EQ,158.4,161.39,157.49,159.69,160.9,157.04,147783,23635221.34,25-Aug-2025,2700,INE102I01027
ALMONDZ,EQ,21.77,22.04,20.8,20.96,20.99,21.2,119623,2563700.98,25-Aug-2025,364,INE326B01035
ALOKINDS,EQ,18.22,18.41,17.9,18.05,17.98,18.19,3102544,56291757.30,25-Aug-2025,7284,INE270A01029
ALPA,EQ,99.41,99.41,97,97.11,97.43,97.85,9925,972734.72,25-Aug-2025,347,INE385I01010
ALPEXSOLAR,SM,1311,1321.55,1215,1226.85,1215,1311.3,272400,341092480.00,25-Aug-2025,1181,INE0R4701017
ALPHAGEO,EQ,249.8,249.8,240,242.8,242.4,243.25,8509,2074810.80,25-Aug-2025,481,INE137C01018
ALPSINDUS,BE,1.77,1.89,1.77,1.87,1.87,1.87,5712,10573.88,25-Aug-2025,36,INE093B01015
ALUWIND,ST,81,81,81,81,81,83,1500,121500.00,25-Aug-2025,1,INE0STM01017
ARE&M,EQ,987,996,976,986.55,987.65,987.75,430558,424961478.55,25-Aug-2025,22420,INE885A01032
AMBER,EQ,7335.5,7388,7261,7352.5,7361.5,7260.5,198486,1454476480.50,25-Aug-2025,28515,INE371P01015
AMBEY,SM,38.25,40.1,38.2,40.05,40.05,39.7,26000,1032000.00,25-Aug-2025,7,INE0M3I01029
AMBICAAGAR,EQ,27,27.3,26.6,26.63,26.62,27.11,13818,371184.85,25-Aug-2025,173,INE792B01012
AMBIKCO,EQ,1465,1467.7,1427,1432.7,1428.9,1478.2,15655,22578945.90,25-Aug-2025,1870,INE540G01014
AMBUJACEM,EQ,581,582,577.85,581,582,577.15,1458400,846766397.35,25-Aug-2025,26713,INE079A01024
AMDIND,EQ,53.7,53.7,50.57,50.97,50.6,51.05,11328,584918.57,25-Aug-2025,317,INE005I01014
AMEYA,SM,102.1,102.1,100.75,101.25,101,103,7000,708800.00,25-Aug-2025,7,INE0KT901015
AMIABLE,SM,70,70,69,69,69,66.7,3200,222400.00,25-Aug-2025,2,INE0MTP01013
AMNPLST,EQ,229.8,230,225.01,227.21,230,226.81,7844,1779634.03,25-Aug-2025,420,INE275D01022
AMJLAND,EQ,57.4,58.1,55.1,57.36,57.77,56.89,21466,1224192.27,25-Aug-2025,591,INE606A01024
AMRUTANJAN,EQ,700.1,726.9,700.1,708.5,706.2,701.95,41374,29726206.75,25-Aug-2025,3584,INE098F01031
ANANDRATHI,EQ,2806.2,2848.9,2790.1,2803.8,2795,2806.2,75061,211260699.30,25-Aug-2025,11814,INE463V01026
ANANTRAJ,EQ,549.55,551.9,537,539.05,539,547.1,643888,349657134.40,25-Aug-2025,18756,INE242C01024
AMCL,ST,165,172,161.7,166.5,166.5,167.2,666400,110151840.00,25-Aug-2025,178,INE0VG001016
ACL,EQ,76,80.68,74.22,80.68,80.68,73.35,143181,11401423.75,25-Aug-2025,1267,INE666E01020
ANDHRAPAP,EQ,74.99,84.9,74.99,81.79,80.37,73.98,6775574,550084761.96,25-Aug-2025,41629,INE435A01051
ANDHRSUGAR,EQ,79.41,79.66,78.22,78.5,78.76,79.22,92141,7263151.77,25-Aug-2025,1689,INE715B01021
