ISIN,Code,SYMBOL,SERIES,EXCH
INE994E01018,532067,3B BlackBio Dx Limited,B,BSE
INE311N01016,532070,Sumuka Agro Industries Limited,XT,BSE
INE177D01020,532072,INTERWORLD DIGITAL LTD.,XT,BSE
INE219M01021,532090,Atvo Enterprises Limited,X,BSE
INE807D01030,532092,EPUJA SPIRITECH LIMITED,X,BSE
INE456B01014,532100,INDO-CITY INFOTECH LTD.,X,BSE
INE948G01019,532102,SBEC SUGAR LTD.,XT,BSE
INE957E01031,532113,BRIJLAXMI LEASING & FINANCE LT,X,BSE
INE395A01016,532123,BSEL ALGO LIMITED,X,BSE
INE419H01019,532124,RELIABLE VENTURES INDIA LTD.,XT,BSE
INE382B01012,532131,TRIUMPH INTERNATIONAL FINANCE,XT,BSE
INE634D01038,532139,G-TECH INFO-TRAINING LTD.,XT,BSE
INE154B01023,532140,MOHITE INDUSTRIES LIMITED,XT,BSE
INE666E01020,532141,ANDHRA CEMENTS LTD.,B,BSE
INE411D01015,532143,SKM EGG PRODUCTS EXPORT (INDIA,T,BSE
INE731B01010,532145,H.S.INDIA LTD.,X,BSE
INE560F01022,532154,JOHNSON PHARMACARE LIMITED,X,BSE
INE088D01011,532159,TRESCON LIMITED,X,BSE
INE944A01011,532160,GUJARAT STATE FINANCIAL CORPOR,B,BSE
INE514C01026,532164,MINOLTA FINANCE LTD.,Z,BSE
INE501C01015,532167,OMKAR PHARMACHEM LTD.,X,BSE
INE622E01023,532183,GAYATRI SUGARS LTD.,XT,BSE
INE731A01020,532212,ARCHIES LTD.,T,BSE
INE550B01022,532216,HB STOCKHOLDINGS LTD.,T,BSE
INE027F01014,532217,SIEL FINANCIAL SERVICES LTD.,XT,BSE
INE306C01019,532219,ENERGY DEVELOPMENT COMPANY LTD,T,BSE
INE665D01016,532230,BENGAL TEA & FABRICS LTD.,X,BSE
INE920B01019,532262,TCI INDUSTRIES LTD.,X,BSE
INE394C01023,532275,LANDMARC LEISURE CORPORATION L,XT,BSE
INE389D01013,532284,TCFC FINANCE LTD.,X,BSE
INE934A01012,532303,INTEGRATED HITECH LTD.,XT,BSE
INE602C01011,532304,KJMC CORPORATE ADVISORS (INDIA,X,BSE
INE915B01019,532305,IND-SWIFT LABORATORIES LTD.,T,BSE
INE042B01012,532315,GROARC INDUSTRIES INDIA LIMITE,X,BSE
INE418B01048,532320,VAARAD VENTURES LTD,X,BSE
INE555C01029,532323,SHIVA CEMENT LTD.,B,BSE
INE039B01026,532324,CINEVISTA LTD.,T,BSE
INE310B01013,532329,DANLAW TECHNOLOGIES INDIA LTD.,X,BSE
INE117B01020,532332,CURA TECHNOLOGIES LTD.,T,BSE
INE638B01025,532333,HB PORTFOLIO LTD.,X,BSE
INE640B01021,532334,HB ESTATE DEVELOPERS LTD.,X,BSE
INE228B01017,532336,BARON INFOTECH LTD.,Z,BSE
INE369B01019,532340,OMNI AXS SOFTWARE LTD.,X,BSE
INE848A01014,532341,IZMO Limited,B,BSE
INE002B01016,532344,SOFTSOL INDIA LTD.,X,BSE
INE754A01055,532348,SUBEX LTD.,T,BSE
INE243B01016,532350,PADMALAYA TELEFILMS LTD.,Z,BSE
INE400B01020,532354,Virgo Global Limited,X,BSE
INE448B01029,532355,PICTUREHOUSE MEDIA LTD.,X,BSE
INE309B01023,532359,HIT KIT GLOBAL SOLUTIONS LTD.,X,BSE
INE099E01016,532362,NAGPUR POWER & INDUSTRIES LTD.,X,BSE
INE246B01019,532370,RAMCO SYSTEMS LTD.,T,BSE
INE517B01013,532371,TATA TELESERVICES (MAHARASHTRA,T,BSE
INE539B01017,532372,Virinchi Limited,T,BSE
INE434B01029,532373,WEP SOLUTIONS LTD.,X,BSE
INE464B01018,532378,UNIVERSAL ARTS LTD.,X,BSE
INE683B01047,532379,FIRST FINTEC LIMITED,XT,BSE
INE893A01036,532380,BABA ARTS LTD.,X,BSE
INE794B01026,532382,BALAJI TELEFILMS LTD.,T,BSE
INE443B01012,532384,TYCHE INDUSTRIES LTD.,X,BSE
INE526B01014,532386,CALIFORNIA SOFTWARE CO.LTD.,T,BSE
INE230B01021,532392,CREATIVE EYE LTD.,T,BSE
INE555B01013,532395,AXISCADES TECHNOLOGIES LIMITED,T,BSE
INE971A01014,532397,KONNDOR INDUSTRIES LIMITED,XT,BSE
INE718B01017,532402,USG TECH SOLUTIONS LTD.,X,BSE
INE856B01023,532404,SAVEN TECHNOLOGIES LTD.,X,BSE
INE933B01012,532408,MEGASOFT LTD.,T,BSE
INE330E01023,532410,TRANSCORP INTERNATIONAL LTD.,X,BSE
INE256D01014,532425,GENUS PRIME INFRA LIMITED,X,BSE
INE799C01031,532435,SANMIT INFRA LIMITED,X,BSE
INE541C01037,532444,T.SPIRITUAL WORLD LTD.,XT,BSE
INE655D01025,532455,SHALIMAR WIRES INDUSTRIES LTD.,X,BSE
INE550F01049,532467,HAZOOR MULTI PROJECTS LTD.,X,BSE
INE411F01010,532468,KAMA HOLDINGS LIMITED,A,BSE
INE781B01015,532481,NOIDA TOLL BRIDGE COMPANY LTD.,T,BSE
INE525F01025,532485,BALMER LAWRIE INVESTMENTS LTD.,B,BSE
INE296E01026,532503,RAJAPALAYAM MILLS LTD.,X,BSE
INE236G01019,532513,TVS ELECTRONICS LTD.,T,BSE
INE155G01029,532529,NEW DELHI TELEVISION LTD.,T,BSE
INE455F01025,532532,JAIPRAKASH ASSOCIATES LTD.,T,BSE
INE052B01011,532645,BEEYU OVERSEAS LTD.,X,BSE
INE023H01027,532649,NECTAR LIFESCIENCES LTD.,T,BSE
INE828G01013,532656,FACOR ALLOYS LTD.,X,BSE
INE501G01024,532662,HT MEDIA LTD.,T,BSE
INE160H01019,532676,PBA INFRASTRUCTURE LTD.,X,BSE
INE202H01019,532686,KERNEX MICROSYSTEMS (INDIA) LT,T,BSE
INE216H01027,532696,EDUCOMP SOLUTIONS LTD.,Z,BSE
INE266H01014,532701,CELLA SPACE LIMITED,Z,BSE
INE251H01024,532708,GVK POWER & INFRASTRUCTURE LTD,T,BSE
INE330H01018,532712,RELIANCE COMMUNICATIONS LTD.,T,BSE
INE286H01012,532721,VISA STEEL LTD.,T,BSE
INE493H01014,532723,MPDL LIMITED,X,BSE
INE353H01010,532730,STL GLOBAL LTD.,T,BSE
INE388G01026,532738,TwamevConstruction and Infrast,T,BSE
INE111F01016,532742,PAUSHAK LTD.,B,BSE
INE302H01017,532744,GTN TEXTILES LTD.,X,BSE
INE347H01012,532745,INDITRADE CAPITAL LIMITED,X,BSE
INE596H01014,532761,HOV SERVICES LTD.,T,BSE
INE516H01012,532766,RICHA INDUSTRIES LTD.,Z,BSE
INE020G01017,532774,Inspirisys Solutions Limited,T,BSE
INE561H01026,532780,PARSVNATH DEVELOPERS LTD.,T,BSE
INE627H01017,532801,CAMBRIDGE TECHNOLOGY ENTERPRIS,T,BSE
INE768E01024,532806,AI CHAMPDANY INDUSTRIES LTD.,X,BSE
INE804H01012,532812,TRANSWARRANTY FINANCE LTD.,T,BSE
INE998H01012,532817,ORIENTAL TRIMEX LTD.,T,BSE
INE311H01018,532820,E-Land Apparel Limited,XT,BSE
INE702H01018,532825,JAGJANANI TEXTILES LTD.,X,BSE
INE976H01018,532829,LEHAR FOOTWEARS LIMITED,X,BSE
INE052I01032,532834,Camlin Fine Sciences Ltd,T,BSE
INE788H01017,532847,HILTON METAL FORGING LTD.,T,BSE
INE928H01019,532855,HARYANA CAPFIN LTD.,X,BSE
INE033B01011,532866,QUINTEGRA SOLUTIONS LTD.,T,BSE
INE117H01019,532879,SIR SHADI LAL ENTERPRISES LTD.,X,BSE
INE022I01019,532888,ASIAN GRANITO INDIA LTD.,T,BSE
INE142I01023,532890,TAKE SOLUTIONS LTD.,T,BSE
INE222F01029,532893,VTM LTD.,XT,BSE
INE215I01027,532906,MAAN ALUMINIUM LTD.,T,BSE
INE272G01014,532911,PARLE INDUSTRIES LIMITED,X,BSE
INE575I01016,532918,RATHI BARS LTD.,X,BSE
INE234I01028,532925,KAUSHALYA INFRASTRUCTURE DEVEL,B,BSE
INE661I01014,532930,BGR ENERGY SYSTEMS LTD.,B,BSE
INE386I01018,532933,PORWAL AUTO COMPONENTS LTD.,X,BSE
INE095I01015,532934,PPAP,T,BSE
INE614G01033,532939,RELIANCE POWER LTD.,T,BSE
INE049I01012,532952,NAHAR CAPITAL & FINANCIAL SERV,T,BSE
INE642I01014,532957,GOKAK TEXTILES LTD.,X,BSE
INE778I01024,532975,TELOGICA LIMITED,X,BSE
INF174KA1JD7,532985,KOTAK MAHINDRA MUTUAL FUND,A,BSE
INE790D01020,532992,CHL LTD.,X,BSE
INE955I01044,532993,SEJAL GLASS LIMITED,T,BSE
INE947I01017,532998,Lotus Eye Hospital And Institu,B,BSE
INE201J01017,533007,LGB FORGE LTD.,XT,BSE
INE176J01011,533014,SICAGEN INDIA LTD.,X,BSE
INE456H01029,533019,SIMPLEX PAPERS LTD.,X,BSE
INE359B01010,533056,VEDAVAAG SYSTEMS LTD.,X,BSE
INE688J01023,533090,EXCEL REALTY N INFRA LTD.,T,BSE
INE294G01026,533093,RAJ OIL MILLS LTD.,T,BSE
INE083K01017,533095,BENGAL & ASSAM COMPANY LTD.,B,BSE
INE429K01012,533100,PREMIER ENERGY AND INFRASTRUCT,XT,BSE
INE360J01011,533101,SURYAAMBA SPINNING MILLS LTD.,X,BSE
INE542F01020,533107,SWAN DEFENCE AND HEAVY INDUSTR,T,BSE
INE274K01012,533108,BHILWARA TECHNICAL TEXTILES LT,XT,BSE
INE318K01025,533110,SHREE PRECOATED STEELS LTD.,X,BSE
INE143K01019,533149,Yunik Managing Advisors Limite,X,BSE
INE267I01010,533163,ARSS INFRASTRUCTURE PROJECTS L,T,BSE
INE312J01012,533167,COROMANDEL ENGINEERING COMPANY,XT,BSE
INE864J01012,533170,TAMBOLI INDUSTRIES LIMITED,X,BSE
INE639K01016,533202,SATCHMO HOLDINGS LIMITED,XT,BSE
INE265D01015,533212,GKB OPHTHALMICS LTD.,X,BSE
INE866K01023,533257,INDOSOLAR LTD.,T,BSE
INE351L01016,533268,SEA TV NETWORK LTD.,XT,BSE
INE482J01021,533275,SHAH METACORP LIMITED,T,BSE
INE245L01028,533285,RDB INFRASTRUCTURE AND POWER L,X,BSE
INE565L01011,533287,ZEE LEARN LTD.,T,BSE
INE096L01025,533289,KESAR TERMINALS & INFRASTRUCTU,XT,BSE
INE619I01012,533292,A2Z INFRA ENGINEERING LIMITED,T,BSE
INE690J01011,533315,INNOVASSYNTH INVESTMENTS LTD.,XT,BSE
INE220J01025,533400,Future Consumer Limited,T,BSE
INE672K01025,533407,TRUE GREEN BIO ENERGY LIMITED,X,BSE
INE932K01015,533427,VMS INDUSTRIES LTD.,XT,BSE
INE725L01011,533451,KARMA ENERGY LTD.,T,BSE
INE726L01019,533452,DELPHI WORLD MONEY LIMITED,T,BSE
INE130L01014,533477,ENKEI WHEELS (INDIA) LTD.,B,BSE
INE524L01026,533482,KRIDHAN INFRA LIMITED,T,BSE
INE224M01013,533499,BHARATIYA GLOBAL INFOMEDIA LTD,Z,BSE
INE126M01010,533520,Yaari Digital Integrated Servi,T,BSE
INE650L01011,533543,BROOKS LABORATORIES LTD.,T,BSE
INE590L01019,533576,VASWANI INDUSTRIES LTD.,T,BSE
INE050L01048,533602,LESHA INDUSTRIES LTD.,X,BSE
INE023M01027,533605,SETUBANDHAN INFRASTRUCTURE LIM,Z,BSE
INE123M01017,533608,RDB RASAYANS LTD.,XT,BSE
INE440L01017,533629,TIJARIA POLYPIPES LTD.,T,BSE
INE912L01015,533632,ONELIFE CAPITAL ADVISORS LTD.,T,BSE
INE899L01030,533644,UJAAS ENERGY LIMITED,T,BSE
INE337M01021,533676,INDO THAI SECURITIES LTD.,T,BSE
INE258M01011,533896,FERVENT SYNERGIES LTD.,XT,BSE
INE480M01011,533941,THOMAS SCOTT (INDIA) LIMITED,T,BSE
INE482B01010,533982,TERA SOFTWARE LTD.,T,BSE
INE793G01035,534060,PMC FINCORP LIMITED,X,BSE
INE241F01011,534063,FUTURISTIC SOLUTIONS LTD.,X,BSE
INE123D01024,534064,ALLIANCE INTEGRATED METALIKS L,X,BSE
INE839M01018,534139,SCHNEIDER ELECTRIC INFRASTRUCT,T,BSE
INE550L01013,534190,OLYMPIC CARDS LTD.,X,BSE
INE472M01018,534312,MT EDUCARE LTD.,T,BSE
INE393F01010,534338,MAXHEIGHTS INFRASTRUCTURE LTD.,XT,BSE
INE204N01013,534422,LOOKS HEALTH SERVICES LIMITED,XT,BSE
INE142K01011,534532,LYPSA GEMS & JEWELLERY LTD,T,BSE
INE958L01026,534535,STRING METAVERSE LIMITED,XT,BSE
INE436N01029,534612,ADVANCE METERING TECHNOLOGY LT,X,BSE
INE524N01014,534623,JUPITER INFOMEDIA LTD.,X,BSE
INE581M01016,534639,VINAYAK POLYCON INTERNATIONAL,XT,BSE
INE456N01019,534691,COMFORT COMMOTRADE LTD.,X,BSE
INE892L01019,534708,SHANTI GURU INDUSTRIES LIMITED,M,BSE
INE176N01021,534732,CASPIAN CORPORATE SERVICES LIM,X,BSE
INE175N01023,534733,Aerpace Industries Limited,X,BSE
INE247C01023,534741,VIRTUAL GLOBAL EDUCATION LTD.,X,BSE
INE234G01022,534755,TRIO MERCANTILE & TRADING LTD.,X,BSE
INE899M01020,534920,COVIDH,XT,BSE
INE160O01031,535204,Mukta Agriculture Limited,X,BSE
INE159O01033,535205,Mystic Electronics Limited,X,BSE
INE274M01026,535267,COMFORT FINCAP LTD.,X,BSE
INF200K01VT2,535276,SBI MUTUAL FUND - SBI ETF SENS,A,BSE
INE191O01010,535387,LAKHOTIA POLYESTERS (INDIA) LT,X,BSE
INE168O01026,535431,GCM SECURITIES LTD,B,BSE
INE047O01014,535458,NRB INDUSTRIAL BEARINGS LTD.,T,BSE
INE748D01010,535514,PRIME CAPITAL MARKET LTD.,X,BSE
INE902D01013,535566,KIFS FINANCIAL SERVICES LTD.,X,BSE
INE160L01011,535620,BINNY MILLS LTD.,X,BSE
INE159L01013,535621,S V GLOBAL MILL LTD.,X,BSE
INE860E01011,535657,OBJECTONE INFORMATION SYSTEMS,X,BSE
INE474O01010,535667,INDIA FINSEC LTD.,X,BSE
INE320I01017,535693,BRAHMAPUTRA INFRASTRUCTURE LTD,XT,BSE
INE989J01017,535719,AMPVOLTS LIMITED,X,BSE
INE731G01027,535730,KHOOBSURAT LTD,XT,BSE
INE340O01021,535910,MONEY MASTERS LEASING & FINANC,T,BSE
INE030P01017,535916,ALACRITY SECURITIES LTD,B,BSE
INE890N01027,536073,JULIEN AGRO INFRATECH LIMITED,X,BSE
INE211P01021,536128,VKJ INFRADEVELOPERS LTD,Z,BSE
INE906O01029,536264,TIGER LOGISTICS (INDIA) LTD,X,BSE
INE690O01011,536493,JK AGRI GENETICS LTD,X,BSE
INE314I01036,536565,NOVELIX PHARMACEUTICALS LIMITE,XT,BSE
INE428B01013,536659,PVV Infra Limited,X,BSE
INE962O01014,536672,VCU DATA MANAGEMENT LTD,X,BSE
INE138O01029,536709,IND Renewable Energy Ltd,X,BSE
INE325P01011,536738,STELLAR CAPITAL SERVICES LTD,M,BSE
INE156M01017,536846,YURANUS INFRASTRUCTURE LTD,XT,BSE
INE947C01010,536965,B. P. CAPITAL LTD,XT,BSE
INE536P01021,536974,CAPTAIN POLYPLAST LTD,X,BSE
INE185K01036,537069,ARNOLD HOLDINGS LTD,X,BSE
INE671C01016,537253,SUNIL HEALTHCARE LTD,X,BSE
INE140B01014,537254,RCI INDUSTRIES & TECHNOLOGIES,Z,BSE
INE448G01010,537291,NATH BIO-GENES (INDIA) LTD,T,BSE
INE212P01011,537326,CHEMTECH INDUSTRIAL VALVES LTD,X,BSE
INE051G01012,537536,DENIS CHEM LAB LTD,X,BSE
INE546I01025,537707,LADDU GOPAL ONLINE SERVICES LI,X,BSE
INE101H01013,537709,SHREE HANUMAN SUGAR & INDUSTRI,XT,BSE
INE555P01013,537750,KIRAN VYAPAR LTD,X,BSE
INE905P01028,537766,B.C. POWER CONTROLS LTD,X,BSE
INE717C01025,537800,MANGALAM INDUSTRIAL FINANCE LT,X,BSE
INE159N01027,537820,VIJI FINANCE LTD,T,BSE
INE977M01024,537839,PHOENIX TOWNSHIP LTD,X,BSE
INE523K01012,537840,RAUNAQ INTERNATIONAL LIMITED,X,BSE
INE463B01036,537985,INFRONICS SYSTEMS LTD,X,BSE
INE493N01012,538081,HARIA APPARELS LTD,X,BSE
INE574G01013,538092,SHRI VASUPRADA PLANTATIONS LIM,X,BSE
INE909D01026,538212,SHARP INVESTMENTS LTD,XT,BSE
INE401B01010,538273,RESPONSE INFORMATICS LTD,X,BSE
INE191P01017,538319,GCM CAPITAL ADVISORS LTD,MT,BSE
INE663P01015,538351,A.F. ENTERPRISES LTD,XT,BSE
INE452L01012,538365,INCREDIBLE INDUSTRIES LIMITED,T,BSE
INE266P01017,538382,WEST LEISURE RESORTS LTD,X,BSE
INE792G01011,538395,NAM SECURITIES LTD,X,BSE
INE318N01011,538401,MAESTROS ELECTRONICS & TELECOM,X,BSE
INE508N01025,538422,JACKSON INVESTMENTS LTD,X,BSE
INE296Q01012,538446,MONEYBOXX FINANCE LIMITED,X,BSE
INE114O01020,538451,WORTH INVESTMENT & TRADING CO,X,BSE
INE855P01041,538452,QUASAR INDIA LTD,XT,BSE
INE901C01017,538464,THIRANI PROJECTS LTD,XT,BSE
INE745P01010,538465,AMARNATH SECURITIES LTD,X,BSE
INE172D01021,538476,CAPITAL TRADE LINKS LTD,X,BSE
INE849M01017,538496,TARINI INTERNATIONAL LTD,M,BSE
INE857P01021,538520,SHIVAMSHREE BUSINESSES LIMITED,XT,BSE
INE969E01010,538521,YAAN ENTERPRISES LIMITED,X,BSE
INE378P01036,538537,OMANSH ENTERPRISES LTD,XT,BSE
INE075K01013,538539,ANNVRRIDHHI VENTURES LIMITED,X,BSE
INE516P01015,538540,RAMCHANDRA LEASING & FINANCE L,XT,BSE
INE634J01019,538542,GOLD COIN HEALTH FOODS LTD,XT,BSE
INE319Q01012,538546,BANSAL ROOFING PRODUCTS LTD,B,BSE
INE510P01018,538556,ARMAN HOLDINGS LTD,XT,BSE
INE673E01018,538563,SMT ENGINEERING LIMITED,XT,BSE
INE718P01017,538564,JAMES WARREN TEA LTD,X,BSE
INE878P01019,538565,Vistar Amar Limited,X,BSE
INE916P01025,538569,TRIVENI ENTERPRISES LTD,X,BSE
INE222B01028,538596,CEMANTIC INFRA-TECH LIMITED,X,BSE
INE404F01031,538597,TTI ENTERPRISE LTD,X,BSE
INE755Q01025,538598,VISHAL FABRICS LTD,X,BSE
INE457P01020,538607,TOYAM SPORTS LIMITED,X,BSE
INE868G01019,538609,GAJANAN SECURITIES SERVICES LT,XT,BSE
INE099D01018,538610,UNISON METALS LTD,X,BSE
INE840I01014,538611,Real Touch Finance Limited,Z,BSE
INE406F01010,538634,VASUNDHARA RASAYANS LTD,X,BSE
INE837C01013,538646,QGO FINANCE LIMITED,X,BSE
INE898Q01015,538668,Meghna Infracon Infrastructure,B,BSE
INE158C01014,538674,City Online Services Limited,Z,BSE
INF204KA1UN7,538683,NIPPON INDIA ETF SENSEX,A,BSE
INE363M01019,538685,SHEMAROO ENTERTAINMENT LIMITED,T,BSE
INE010R01023,538706,Ultracab (India) Limited,X,BSE
INE929D01016,538707,Rajasthan Cylinders & Containe,X,BSE
INE937K01014,538708,Econo Trade (India) Limited,XT,BSE
INE011R01013,538713,Atishay Limited,X,BSE
INE475D01010,538714,Sangam Finserv Limited,X,BSE
INE260R01016,538715,Dhabriya Polywood Limited,X,BSE
INE229R01011,538716,Aryaman Capital Markets Limite,T,BSE
INE761Q01015,538732,Vibrant Global Capital Limited,X,BSE
INE016Q01014,538734,CEINSYS TECH LIMITED,B,BSE
INE516E01019,538742,PANABYTE TECHNOLOGIES LIMITED,XT,BSE
INE491C01027,538743,Mudunuru Limited,X,BSE
INE401Q01018,538765,JLA Infraville Shoppers Limite,MT,BSE
INE176L01017,538770,Crane Infrastructure Limited,X,BSE
INE480D01010,538772,Niyogin Fintech Limited,X,BSE
INE149Q01021,538778,Kalyan Capitals Limited,X,BSE
INE473L01018,538786,Citizen Infoline Ltd.,XT,BSE
INE997C01015,538787,Goenka Business & Finance Limi,X,BSE
INE918C01029,538788,Gilada Finance & Investments L,X,BSE
INE185C01017,538795,Shree Ajit Pulp And Paper Ltd.,X,BSE
INE513R01026,538817,Captain Pipes Limited,B,BSE
INE891N01017,538833,KAIZEN AGRO INFRABUILD LIMITED,X,BSE
INE242Q01016,538834,JMJ Fintech Limited,XT,BSE
INE237B01018,538837,Jeevan Scientific Technology L,X,BSE
INE407P01017,538838,Indo Cotspin Limited,X,BSE
INE892C01018,538857,Scintilla Commercial & Credit,X,BSE
INE655P01029,538860,PANAFIC INDUSTRIALS LTD,X,BSE
INE232L01018,538862,My Money Securities Ltd.,XT,BSE
INE183Q01020,538868,Continental Securities Limited,X,BSE
INE370Q01015,538874,NEXUS SURGICAL AND MEDICARE LI,X,BSE
INE195F01027,538875,SELLWIN TRADERS LIMITED,XT,BSE
INE243E01010,538881,Galada Finance Limited,XT,BSE
INE030Q01015,538882,Emerald Finance Limited,XT,BSE
INE227F01010,538890,M. K. Exim (India) Ltd.,X,BSE
INE779Q01017,538895,Mihika Industries Ltd.,X,BSE
INE081G01019,538896,Kanchi Karpooram Ltd.,X,BSE
INE201F01015,538897,Shri Niwas Leasing and Finance,XT,BSE
INE661Q01017,538918,Vani Commercials Limited,X,BSE
INE055Q01012,538919,SKYLINE VENTURES INDIA LIMITED,X,BSE
INE865P01016,538921,Raghuvansh Agrofarms Limited,M,BSE
INE029B01019,538922,COSYN Limited,X,BSE
INE499Q01012,538923,SOFCOM SYSTEMS LIMITED,X,BSE
INE223R01014,538926,Naturite Agro Products Limited,X,BSE
INE554R01020,538928,Karnavati Finance Limited,X,BSE
INE689O01013,538942,Mercantile Ventures Limited,X,BSE
INE321M01017,538943,Sonal Mercantile Limited,X,BSE
INE211D01027,538952,Abhinav Leasing & Finance Limi,X,BSE
INE947G01011,538964,Mercury Laboratories Limited,X,BSE
INE858L01010,538965,Concord Drugs Limited,XT,BSE
INE945P01024,538970,WARDWIZARD INNOVATIONS AND MOB,X,BSE
INE397C01026,538975,Shree Securities Ltd.,X,BSE
INE717E01013,538987,TALBROS ENGINEERING LIMITED,X,BSE
INE002E01010,538992,Sar  Auto Products Limited,X,BSE
INE777O01016,539011,CHENNAI FERROUS INDUSTRIES LIM,X,BSE
INE756R01013,539012,Megri Soft Limited,X,BSE
INE776O01018,539013,GITA RENEWABLE ENERGY LIMITED,X,BSE
INE059Q01014,539014,Kalpa Commercial Limited,XT,BSE
INE396C01010,539016,Neil Industries Ltd.,XT,BSE
INE526R01028,539017,STAR HOUSING FINANCE LIMITED,X,BSE
INE213D01015,539018,Beekay Steel Industries Ltd.,B,BSE
INF200KA1572,539031,SBI Mutual Fund,A,BSE
INE184Q01010,539032,Fraser And Company Limited,XT,BSE
INE812Q01016,539040,Tirupati Tyres Ltd.,X,BSE
INE369Q01017,539041,GANESHA ECOVERSE LIMITED,M,BSE
INE824Q01011,539044,Manaksia Steels Limited,T,BSE
INE751R01014,539090,Rajputana Investment and Finan,X,BSE
INE187R01029,539091,Consecutive Investments & Trad,X,BSE
INE197R01010,539096,Aananda Lakshmi Spinning Mills,XT,BSE
INE904R01027,539097,UR SUGAR INDUSTRIES LIMITED,B,BSE
INE291R01011,539099,Athena Constructions Limited,M,BSE
INE193R01019,539111,SHESHADRI INDUSTRIES LIMITED,XT,BSE
INE137M01017,539112,SAB INDUSTRIES LIMITED,X,BSE
INE291E01019,539113,Paul Merchants Ltd.,X,BSE
INE273F01022,539115,ALAN SCOTT ENTERPRISES LIMITED,XT,BSE
INE029H01016,539117,Sujala Trading & Holding Ltd.,X,BSE
INE780Q01015,539119,Jain Marmo Industries Ltd.,XT,BSE
INE578R01011,539120,Bangalore Fort Farms Limited,XT,BSE
INE239L01013,539121,Palco Metals Limited,X,BSE
INE104F01029,539122,Bodhtree Consulting Limited,XT,BSE
INE334E01017,539123,V B INDUSTRIES LIMITED,XT,BSE
INE822Q01015,539124,Survottam Finvest Ltd.,X,BSE
INE761D01021,539132,Wardwizard Foods and Beverages,X,BSE
INE945O01019,539143,PANTH INFINITY LIMITED,XT,BSE
INE682B01023,539149,Integrated Capital Services Lt,X,BSE
INE347L01022,539167,Virat Leasing Limited,X,BSE
INE738P01015,539174,Helpage Finlease Ltd.,XT,BSE
INE924N01024,539175,BLUEGOD ENTERTAINMENT LIMITED,XT,BSE
INE230I01018,539176,Hawa Engineers ltd.,X,BSE
INE578L01014,539189,Adhbhut Infrastructure Ltd.,X,BSE
INE848N01017,539190,Decillion Finance Ltd.,XT,BSE
INE035S01028,539195,POCL ENTERPRISES LTD,X,BSE
INE829P01020,539196,Amba Enterprises Ltd.,X,BSE
INE960C01013,539198,Capfin India Limited,XT,BSE
INE574D01010,539206,GENOMIC VALLEY BIOTECH LIMITED,X,BSE
INE653S01028,539216,GARMENT MANTRA LIFESTYLE LIMIT,T,BSE
INE606K01049,539217,Srestha Finvest Limited,X,BSE
INE563C01015,539218,Saumya Consultants Ltd.,X,BSE
INE150D01027,539219,MAURIA UDYOG LIMITED,XT,BSE
INE540S01019,539220,Mishka Exim Limited,XT,BSE
INE451S01027,539222,GROWINGTON VENTURES INDIA LIMI,B,BSE
INE345Q01017,539224,HCKK Ventures Limited,X,BSE
INE027T01023,539226,RUDRA GLOBAL INFRA PRODUCTS LI,X,BSE
INE876S01017,539227,Loyal Equipments Limited,XT,BSE
INE480S01026,539228,Gala Global Products Limited,X,BSE
INE541K01014,539255,STAR DELTA TRANSFORMERS LIMITE,X,BSE
INE579N01018,539267,SAMSRITA LABS LIMITED,XT,BSE
INE484S01010,539273,PECOS Hotels And Pubs Limited,M,BSE
INE829S01016,539275,Mangalam Seeds Limited,X,BSE
INE587G01015,539276,Kaya Limited,T,BSE
INE184S01024,539277,Alstone Textiles (India) Ltd,X,BSE
INE653R01012,539278,Symbiox Investment & Trading C,X,BSE
INE749B01020,539287,ORTIN GLOBAL LIMITED,T,BSE
INE897N01014,539288,Avi Polymers Ltd.,XT,BSE
INE583K01016,539291,Vasudhagama Enterprises Limite,X,BSE
INE671K01019,539300,SUNRAKSHAKK INDUSTRIES INDIA L,XT,BSE
INE365S01045,539310,THINKINK PICTUREZ LIMITED,X,BSE
INE203T01012,539314,Universal Autofoundry Limited,B,BSE
INE714Q01014,539335,CHPL Industries Ltd.,XT,BSE
INE725P01012,539337,WAAREE TECHNOLOGIES LIMITED,MT,BSE
INE764L01010,539346,Sadbhav Infrastructure Project,B,BSE
INE724G01014,539353,SAL AUTOMOTIVE LIMITED,X,BSE
INE914G01029,539354,Polyspin Exports Ltd.,X,BSE
INE848R01018,539378,Soni Medicare Limited,XT,BSE
INE019D01016,539383,Mahaveer Infoway Limited,Z,BSE
INE897B01019,539384,Krishna Capital And Securities,X,BSE
INE636B01011,539391,Acme Resources Limited,Z,BSE
INE060T01024,539398,Vishal Bearings Limited,B,BSE
INE256S01012,539402,Naksh Precious Metals Limited,B,BSE
INE183R01010,539405,Decorous Investment and Tradin,X,BSE
INE854S01022,539407,Generic Engineering Constructi,T,BSE
INE594R01018,539408,Kuber Udyog Limited,XT,BSE
INE894J01019,539409,NEERAJ PAPER MARKETING LIMITED,X,BSE
INE030T01027,539428,Tejnaksh Healthcare Limited,X,BSE
INE201C01012,539435,Richfield Financial Services L,XT,BSE
INE099S01016,539449,IGC Industries Limited,X,BSE
INE360S01012,539455,ARYAVAN ENTERPRISE LIMITED,XT,BSE
