ISIN,Code,SYMBOL,SERIES,EXCH,SYMBOL2,,Symbol3
INE0D6I01023,KSOLVES,KSOLVES,EQ,NSE,KSOLVES,,KSOLVES.NS
INE529I01021,KUANTUM,KUANTUM,EQ,NSE,KUANTUM,,KUANTUM.NS
INE0OWX01025,KEL,KEL,SM,NSE,KEL,,KEL.NS
INE498L01015,LTF,LTF,EQ,NSE,LTF,,LTF.NS
INE010V01017,LTTS,LTTS,EQ,NSE,LTTS,,LTTS.NS
INE059D01020,LAOPALA,LAOPALA,EQ,NSE,LAOPALA,,LAOPALA.NS
INE548Z01017,LAGNAM,LAGNAM,EQ,NSE,LAGNAM,,LAGNAM.NS
INE850E01012,LFIC,LFIC,EQ,NSE,LFIC,,LFIC.NS
INE0VZS01015,LAKSHYA,LAKSHYA,SM,NSE,LAKSHYA,,LAKSHYA.NS
INE112F01022,LAMBODHARA,LAMBODHARA,EQ,NSE,LAMBODHARA,,LAMBODHARA.NS
INE0R0201012,LAMOSAIC,LAMOSAIC,SM,NSE,LAMOSAIC,,LAMOSAIC.NS
INE572G01025,LANCORHOL,LANCORHOL,EQ,NSE,LANCORHOL,,LANCORHOL.NS
INE559R01029,LANDMARK,LANDMARK,EQ,NSE,LANDMARK,,LANDMARK.NS
INE197J01017,LPDC,LPDC,EQ,NSE,LPDC,,LPDC.NS
INE018A01030,LT,LT,EQ,NSE,LT,,LT.NS
INE0I7C01011,LATENTVIEW,LATENTVIEW,EQ,NSE,LATENTVIEW,,LATENTVIEW.NS
INE262Z01023,LATTEYS,LATTEYS,EQ,NSE,LATTEYS,,LATTEYS.NS
INE947Q01028,LAURUSLABS,LAURUSLABS,EQ,NSE,LAURUSLABS,,LAURUSLABS.NS
INE801V01019,LAXMICOT,LAXMICOT,EQ,NSE,LAXMICOT,,LAXMICOT.NS
INE0WO601020,LAXMIDENTL,LAXMIDENTL,EQ,NSE,LAXMIDENTL,,LAXMIDENTL.NS
INE258Y01016,LGHL,LGHL,EQ,NSE,LGHL,,LGHL.NS
INE06WU01026,LAXMIINDIA,LAXMIINDIA,EQ,NSE,LAXMIINDIA,,LAXMIINDIA.NS
INE576O01020,LXCHEM,LXCHEM,EQ,NSE,LXCHEM,,LXCHEM.NS
INE938A01021,LCCINFOTEC,LCCINFOTEC,EQ,NSE,LCCINFOTEC,,LCCINFOTEC.NS
INE0G1L01017,LEMERITE,LEMERITE,SM,NSE,LEMERITE,,LEMERITE.NS
INE0HV901016,IXIGO,IXIGO,EQ,NSE,IXIGO,,IXIGO.NS
INE0H4B01011,LRRPL,LRRPL,ST,NSE,LRRPL,,LRRPL.NS
INE970X01018,LEMONTREE,LEMONTREE,EQ,NSE,LEMONTREE,,LEMONTREE.NS
INE500X01013,LEXUS,LEXUS,EQ,NSE,LEXUS,,LEXUS.NS
INE337A01034,LGBBROSLTD,LGBBROSLTD,EQ,NSE,LGBBROSLTD,,LGBBROSLTD.NS
INE908V01012,LIBAS,LIBAS,EQ,NSE,LIBAS,,LIBAS.NS
INE115A01026,LICHSGFIN,LICHSGFIN,EQ,NSE,LICHSGFIN,,LICHSGFIN.NS
INE0J1Y01017,LICI,LICI,EQ,NSE,LICI,,LICI.NS
INE60901027,LIKHITHA,LIKHITHA,EQ,NSE,LIKHITHA,,LIKHITHA.NS
INE405C01035,LINCOLN,LINCOLN,EQ,NSE,LINCOLN,,LINCOLN.NS
INE473A01011,LINDEINDIA,LINDEINDIA,EQ,NSE,LINDEINDIA,,LINDEINDIA.NS
INE093R01011,LLOYDSENGG,LLOYDSENGG,EQ,NSE,LLOYDSENGG,,LLOYDSENGG.NS
INE080I01025,LLOYDSENT,LLOYDSENT,EQ,NSE,LLOYDSENT,,LLOYDSENT.NS
INE0DTQ01028,LLOYDS,LLOYDS,SM,NSE,LLOYDS,,LLOYDS.NS
INE281B01032,LLOYDSME,LLOYDSME,EQ,NSE,LLOYDSME,,LLOYDSME.NS
INE269B01029,LMW,LMW,EQ,NSE,LMW,,LMW.NS
INE670K01029,LODHA,LODHA,EQ,NSE,LODHA,,LODHA.NS
INE397H01017,LOKESHMACH,LOKESHMACH,EQ,NSE,LOKESHMACH,,LOKESHMACH.NS
INE597L01014,LOVABLE,LOVABLE,EQ,NSE,LOVABLE,,LOVABLE.NS
INE818H01020,LTFOODS,LTFOODS,EQ,NSE,LTFOODS,,LTFOODS.NS
INE214T01019,LTIM,LTIM,EQ,NSE,LTIM,,LTIM.NS
INE872H01027,LUMAXTECH,LUMAXTECH,EQ,NSE,LUMAXTECH,,LUMAXTECH.NS
INE162B01018,LUMAXIND,LUMAXIND,EQ,NSE,LUMAXIND,,LUMAXIND.NS
INE326A01037,LUPIN,LUPIN,EQ,NSE,LUPIN,,LUPIN.NS
INE150G01020,LUXIND,LUXIND,EQ,NSE,LUXIND,,LUXIND.NS
INE933A01014,LYKALABS,LYKALABS,EQ,NSE,LYKALABS,,LYKALABS.NS
INE08N601015,MBEL,MBEL,EQ,NSE,MBEL,,MBEL.NS
INE774D01024,M&MFIN,M&MFIN,EQ,NSE,M&MFIN,,M&MFIN.NS
INE0SGC01015,MVKAGRO,MVKAGRO,ST,NSE,MVKAGRO,,MVKAGRO.NS
INE0R0J01010,MACOBSTECH,MACOBSTECH,SM,NSE,MACOBSTECH,,MACOBSTECH.NS
INE155Z01011,MACPOWER,MACPOWER,EQ,NSE,MACPOWER,,MACPOWER.NS
INE813V01022,MCL,MCL,EQ,NSE,MCL,,MCL.NS
INE925C01016,MADHAV,MADHAV,EQ,NSE,MADHAV,,MADHAV.NS
INE0P6701019,MADHUSUDAN,MADHUSUDAN,SM,NSE,MADHUSUDAN,,MADHUSUDAN.NS
INE900L01010,MBAPL,MBAPL,EQ,NSE,MBAPL,,MBAPL.NS
INE414A01015,MADRASFERT,MADRASFERT,EQ,NSE,MADRASFERT,,MADRASFERT.NS
INE347W01011,MAGADSUGAR,MAGADSUGAR,EQ,NSE,MAGADSUGAR,,MAGADSUGAR.NS
INE613C01026,MCLOUD,MCLOUD,EQ,NSE,MCLOUD,,MCLOUD.NS
INE387I01016,MAGNUM,MAGNUM,EQ,NSE,MAGNUM,,MAGNUM.NS
INE0O1S01012,MAGSON,MAGSON,SM,NSE,MAGSON,,MAGSON.NS
INE843B01013,MAHAPEXLTD,MAHAPEXLTD,EQ,NSE,MAHAPEXLTD,,MAHAPEXLTD.NS
INE112D01035,MHLXMIRU,MHLXMIRU,EQ,NSE,MHLXMIRU,,MHLXMIRU.NS
INE451L01014,MAHASTEEL,MAHASTEEL,EQ,NSE,MAHASTEEL,,MAHASTEEL.NS
INE002S01010,MGL,MGL,EQ,NSE,MGL,,MGL.NS
INE153A01019,MTNL,MTNL,EQ,NSE,MTNL,,MTNL.NS
INE288A01013,MAHSCOOTER,MAHSCOOTER,EQ,NSE,MAHSCOOTER,,MAHSCOOTER.NS
INE271B01025,MAHSEAMLES,MAHSEAMLES,EQ,NSE,MAHSEAMLES,,MAHSEAMLES.NS
INE632Q01018,MRIL,MRIL,SM,NSE,MRIL,,MRIL.NS
INE263W01010,MAHESHWARI,MAHESHWARI,EQ,NSE,MAHESHWARI,,MAHESHWARI.NS
INE961Y01015,MAHICKRA,MAHICKRA,SM,NSE,MAHICKRA,,MAHICKRA.NS
INE101A01026,M&M,M&M,EQ,NSE,M&M,,M&M.NS
INE215D01010,MAHEPC,MAHEPC,EQ,NSE,MAHEPC,,MAHEPC.NS
INE998I01010,MHRIL,MHRIL,EQ,NSE,MHRIL,,MHRIL.NS
INE813A01018,MAHLIFE,MAHLIFE,EQ,NSE,MAHLIFE,,MAHLIFE.NS
INE766P01016,MAHLOG,MAHLOG,EQ,NSE,MAHLOG,,MAHLOG.NS
INE683C01011,MAITHANALL,MAITHANALL,EQ,NSE,MAITHANALL,,MAITHANALL.NS
INE0PLQ01011,MAITREYA,MAITREYA,SM,NSE,MAITREYA,,MAITREYA.NS
INE0CDK01019,MAKS,MAKS,SM,NSE,MAKS,,MAKS.NS
INE389C01015,MALLCOM,MALLCOM,EQ,NSE,MALLCOM,,MALLCOM.NS
INE383H01017,MALUPAPER,MALUPAPER,EQ,NSE,MALUPAPER,,MALUPAPER.NS
INE0TO701015,MAMATA,MAMATA,EQ,NSE,MAMATA,,MAMATA.NS
INE830Q01018,MANAKCOAT,MANAKCOAT,EQ,NSE,MANAKCOAT,,MANAKCOAT.NS
INE993A01026,MANINDS,MANINDS,EQ,NSE,MANINDS,,MANINDS.NS
INE949H01023,MANINFRA,MANINFRA,EQ,NSE,MANINFRA,,MANINFRA.NS
INE859Q01017,MANAKALUCO,MANAKALUCO,EQ,NSE,MANAKALUCO,,MANAKALUCO.NS
INE015D01022,MANAKSIA,MANAKSIA,EQ,NSE,MANAKSIA,,MANAKSIA.NS
INE201A01024,MANALIPETC,MANALIPETC,EQ,NSE,MANALIPETC,,MANALIPETC.NS
INE522D01027,MANAPPURAM,MANAPPURAM,BL,NSE,MANAPPURAM,,MANAPPURAM.NS
INE939X01013,MANBA,MANBA,EQ,NSE,MANBA,,MANBA.NS
INE0R3T01013,MANDEEP,MANDEEP,SM,NSE,MANDEEP,,MANDEEP.NS
INE558B01017,MANGCHEFER,MANGCHEFER,EQ,NSE,MANGCHEFER,,MANGCHEFER.NS
INE545L01039,MANCREDIT,MANCREDIT,EQ,NSE,MANCREDIT,,MANCREDIT.NS
INE0PKD01011,MEIL,MEIL,EQ,NSE,MEIL,,MEIL.NS
INE00C401011,MAL,MAL,ST,NSE,MAL,,MAL.NS
INE347A01017,MANGLMCEM,MANGLMCEM,EQ,NSE,MANGLMCEM,,MANGLMCEM.NS
INE584F01014,MANGALAM,MANGALAM,EQ,NSE,MANGALAM,,MANGALAM.NS
INE0APB01032,MGEL,MGEL,EQ,NSE,MGEL,,MGEL.NS
INE0JYY01011,MWL,MWL,SM,NSE,MWL,,MWL.NS
INE0R3101011,MIEL,MIEL,SM,NSE,MIEL,,MIEL.NS
INE634S01028,MANKIND,MANKIND,EQ,NSE,MANKIND,,MANKIND.NS
INE0KNT01012,MVGJL,MVGJL,EQ,NSE,MVGJL,,MVGJL.NS
INE784W01015,MANOMAY,MANOMAY,EQ,NSE,MANOMAY,,MANOMAY.NS
INE00VM01036,MANORAMA,MANORAMA,EQ,NSE,MANORAMA,,MANORAMA.NS
INE882A01013,MARALOVER,MARALOVER,EQ,NSE,MARALOVER,,MARALOVER.NS
INE182D01020,MARATHON,MARATHON,EQ,NSE,MARATHON,,MARATHON.NS
INE0QP001012,MARCO,MARCO,SM,NSE,MARCO,,MARCO.NS
INE196A01026,MARICO,MARICO,EQ,NSE,MARICO,,MARICO.NS
INE0P1P01017,MARINETRAN,MARINETRAN,SM,NSE,MARINETRAN,,MARINETRAN.NS
INE750C01026,MARKSANS,MARKSANS,EQ,NSE,MARKSANS,,MARKSANS.NS
INE585B01010,MARUTI,MARUTI,EQ,NSE,MARUTI,,MARUTI.NS
INE575Z01010,MDL,MDL,SM,NSE,MDL,,MDL.NS
INE348L01012,MASFIN,MASFIN,EQ,NSE,MASFIN,,MASFIN.NS
INE885F01015,MASKINVEST,MASKINVEST,EQ,NSE,MASKINVEST,,MASKINVEST.NS
INE0SH001010,MASON,MASON,ST,NSE,MASON,,MASON.NS
INE759A01021,MASTEK,MASTEK,EQ,NSE,MASTEK,,MASTEK.NS
INE0OJM01017,MASTER,MASTER,ST,NSE,MASTER,,MASTER.NS
INE677D01037,MASTERTR,MASTERTR,EQ,NSE,MASTERTR,,MASTERTR.NS
INE866R01028,MATRIMONY,MATRIMONY,EQ,NSE,MATRIMONY,,MATRIMONY.NS
INE636A01039,MAWANASUG,MAWANASUG,EQ,NSE,MAWANASUG,,MAWANASUG.NS
INE03EI01018,MAXESTATES,MAXESTATES,EQ,NSE,MAXESTATES,,MAXESTATES.NS
INE180A01020,MFSL,MFSL,EQ,NSE,MFSL,,MFSL.NS
INE027H01010,MAXHEALTH,MAXHEALTH,EQ,NSE,MAXHEALTH,,MAXHEALTH.NS
INE0CG601016,MAXIND,MAXIND,EQ,NSE,MAXIND,,MAXIND.NS
INE0ECC01022,MAXPOSURE,MAXPOSURE,SM,NSE,MAXPOSURE,,MAXPOSURE.NS
INE10A501018,MAXVOLT,MAXVOLT,SM,NSE,MAXVOLT,,MAXVOLT.NS
INE0ZTO01018,MAYASHEEL,MAYASHEEL,SM,NSE,MAYASHEEL,,MAYASHEEL.NS
INE040D01038,MAYURUNIQ,MAYURUNIQ,EQ,NSE,MAYURUNIQ,,MAYURUNIQ.NS
INE249Z01020,MAZDOCK,MAZDOCK,EQ,NSE,MAZDOCK,,MAZDOCK.NS
INE885E01042,MAZDA,MAZDA,EQ,NSE,MAZDA,,MAZDA.NS
INE912H01013,MBLINFRA,MBLINFRA,EQ,NSE,MBLINFRA,,MBLINFRA.NS
INE942G01012,MCLEODRUSS,MCLEODRUSS,EQ,NSE,MCLEODRUSS,,MCLEODRUSS.NS
INE456Z01021,MEDIASSIST,MEDIASSIST,EQ,NSE,MEDIASSIST,,MEDIASSIST.NS
INE646B01010,MEDICAMEQ,MEDICAMEQ,EQ,NSE,MEDICAMEQ,,MEDICAMEQ.NS
INE0PE401018,MEDIORG,MEDIORG,ST,NSE,MEDIORG,,MEDIORG.NS
INE630Y01024,MEDICO,MEDICO,EQ,NSE,MEDICO,,MEDICO.NS
INE0UOY01019,MEDISTEP,MEDISTEP,SM,NSE,MEDISTEP,,MEDISTEP.NS
INE804L01022,MEDPLUS,MEDPLUS,EQ,NSE,MEDPLUS,,MEDPLUS.NS
INE0G1D01014,MEGAFLEX,MEGAFLEX,SM,NSE,MEGAFLEX,,MEGAFLEX.NS
INE00EM01016,MEGASTAR,MEGASTAR,EQ,NSE,MEGASTAR,,MEGASTAR.NS
INE531R01010,MEGATHERM,MEGATHERM,SM,NSE,MEGATHERM,,MEGATHERM.NS
INE0CT101020,MOL,MOL,EQ,NSE,MOL,,MOL.NS
INE071D01033,MENONBE,MENONBE,EQ,NSE,MENONBE,,MENONBE.NS
INE776I01010,MEP,MEP,BZ,NSE,MEP,,MEP.NS
INE317I01021,METROBRAND,METROBRAND,EQ,NSE,METROBRAND,,METROBRAND.NS
INE112L01020,METROPOLIS,METROPOLIS,EQ,NSE,METROPOLIS,,METROPOLIS.NS
INE287C01037,MICEL,MICEL,EQ,NSE,MICEL,,MICEL.NS
INE0PZK01014,MICROPRO,MICROPRO,SM,NSE,MICROPRO,,MICROPRO.NS
INE376Y01016,MILTON,MILTON,SM,NSE,MILTON,,MILTON.NS
INE842C01021,MINDACORP,MINDACORP,EQ,NSE,MINDACORP,,MINDACORP.NS
INE0CCU25019,MINDSPACE,MINDSPACE,RR,NSE,MINDSPACE,,MINDSPACE.NS
INE771A01026,MIRZAINT,MIRZAINT,EQ,NSE,MIRZAINT,,MIRZAINT.NS
INE099Z01011,MIDHANI,MIDHANI,EQ,NSE,MIDHANI,,MIDHANI.NS
INE828O01033,MITCON,MITCON,EQ,NSE,MITCON,,MITCON.NS
INE997Y01027,MITTAL,MITTAL,EQ,NSE,MITTAL,,MITTAL.NS
INE227C01017,MMFL,MMFL,EQ,NSE,MMFL,,MMFL.NS
INE511Y01018,MMP,MMP,EQ,NSE,MMP,,MMP.NS
INE123F01029,MMTC,MMTC,EQ,NSE,MMTC,,MMTC.NS
INE794W01014,MODTHREAD,MODTHREAD,EQ,NSE,MODTHREAD,,MODTHREAD.NS
INE832A01018,MODIRUBBER,MODIRUBBER,EQ,NSE,MODIRUBBER,,MODIRUBBER.NS
INE737D01021,MODISONLTD,MODISONLTD,EQ,NSE,MODISONLTD,,MODISONLTD.NS
INE450S01011,MHHL,MHHL,SM,NSE,MHHL,,MHHL.NS
INE954E01012,MOHITIND,MOHITIND,EQ,NSE,MOHITIND,,MOHITIND.NS
INE490G01020,MOIL,MOIL,EQ,NSE,MOIL,,MOIL.NS
INE514Y01020,MOKSH,MOKSH,EQ,NSE,MOKSH,,MOKSH.NS
INE893J01029,MOLDTKPAC,MOLDTKPAC,EQ,NSE,MOLDTKPAC,,MOLDTKPAC.NS
INE835B01035,MOLDTECH,MOLDTECH,EQ,NSE,MOLDTECH,,MOLDTECH.NS
INE903D01011,MONARCH,MONARCH,EQ,NSE,MONARCH,,MONARCH.NS
INE1DV401010,MONOLITH,MONOLITH,ST,NSE,MONOLITH,,MONOLITH.NS
INE950M01013,MONTECARLO,MONTECARLO,EQ,NSE,MONTECARLO,,MONTECARLO.NS
INE161G01027,MORARJEE,MORARJEE,BZ,NSE,MORARJEE,,MORARJEE.NS
INE083A01026,MOREPENLAB,MOREPENLAB,EQ,NSE,MOREPENLAB,,MOREPENLAB.NS
INE0N7S01028,MOS,MOS,SM,NSE,MOS,,MOS.NS
INE935B01025,MOSCHIP,MOSCHIP,EQ,NSE,MOSCHIP,,MOSCHIP.NS
INE0FS801015,MSUMI,MSUMI,EQ,NSE,MSUMI,,MSUMI.NS
INE338I01027,MOTILALOFS,MOTILALOFS,EQ,NSE,MOTILALOFS,,MOTILALOFS.NS
INE0FRK01020,MOTISONS,MOTISONS,EQ,NSE,MOTISONS,,MOTISONS.NS
INE861B01023,MOTOGENFIN,MOTOGENFIN,EQ,NSE,MOTOGENFIN,,MOTOGENFIN.NS
INE0XM301010,MMEL,MMEL,SM,NSE,MMEL,,MMEL.NS
INE356A01018,MPHASIS,MPHASIS,EQ,NSE,MPHASIS,,MPHASIS.NS
INE943D01017,MPSLTD,MPSLTD,BL,NSE,MPSLTD,,MPSLTD.NS
INE883A01011,MRF,MRF,EQ,NSE,MRF,,MRF.NS
INE103A01014,MRPL,MRPL,EQ,NSE,MRPL,,MRPL.NS
INE495P01012,BECTORFOOD,BECTORFOOD,EQ,NSE,BECTORFOOD,,BECTORFOOD.NS
INE752G01015,MSPL,MSPL,EQ,NSE,MSPL,,MSPL.NS
INE255X01014,MSTCLTD,MSTCLTD,EQ,NSE,MSTCLTD,,MSTCLTD.NS
INE864I01014,MTARTECH,MTARTECH,EQ,NSE,MTARTECH,,MTARTECH.NS
INE08KJ01020,MUFIN,MUFIN,EQ,NSE,MUFIN,,MUFIN.NS
INE304A01026,MUKANDLTD,MUKANDLTD,EQ,NSE,MUKANDLTD,,MUKANDLTD.NS
INE0CG401037,MUKKA,MUKKA,EQ,NSE,MUKKA,,MUKKA.NS
INE374B01019,MUKTAARTS,MUKTAARTS,EQ,NSE,MUKTAARTS,,MUKTAARTS.NS
INE745G01035,MCX,MCX,EQ,NSE,MCX,,MCX.NS
INE672B01032,MUNJALAU,MUNJALAU,EQ,NSE,MUNJALAU,,MUNJALAU.NS
INE577A01027,MUNJALSHOW,MUNJALSHOW,EQ,NSE,MUNJALSHOW,,MUNJALSHOW.NS
INE692B01014,MURUDCERA,MURUDCERA,EQ,NSE,MURUDCERA,,MURUDCERA.NS
INE919I01024,RADIOCITY,RADIOCITY,EQ,NSE,RADIOCITY,,RADIOCITY.NS
INE296G01013,MUTHOOTCAP,MUTHOOTCAP,EQ,NSE,MUTHOOTCAP,,MUTHOOTCAP.NS
INE414G01012,MUTHOOTFIN,MUTHOOTFIN,EQ,NSE,MUTHOOTFIN,,MUTHOOTFIN.NS
INE046W01019,MUTHOOTMF,MUTHOOTMF,EQ,NSE,MUTHOOTMF,,MUTHOOTMF.NS
INE0RVQ01016,MYMUDRA,MYMUDRA,SM,NSE,MYMUDRA,,MYMUDRA.NS
INE104101014,NRVANDANA,NRVANDANA,SM,NSE,NRVANDANA,,NRVANDANA.NS
INE365I01020,NBIFIN,NBIFIN,EQ,NSE,NBIFIN,,NBIFIN.NS
INE756C01015,NDGL,NDGL,EQ,NSE,NDGL,,NDGL.NS
INE454M01024,NAGAFERT,NAGAFERT,EQ,NSE,NAGAFERT,,NAGAFERT.NS
INE245I01016,NAGREEKCAP,NAGREEKCAP,EQ,NSE,NAGREEKCAP,,NAGREEKCAP.NS
INE123B01028,NAGREEKEXP,NAGREEKEXP,EQ,NSE,NAGREEKEXP,,NAGREEKEXP.NS
INE308A01027,NAHARPOLY,NAHARPOLY,EQ,NSE,NAHARPOLY,,NAHARPOLY.NS
INE290A01027,NAHARSPING,NAHARSPING,EQ,NSE,NAHARSPING,,NAHARSPING.NS
INE236Y01012,NGIL,NGIL,EQ,NSE,NGIL,,NGIL.NS
INE023A01030,NSIL,NSIL,EQ,NSE,NSIL,,NSIL.NS
INE0RJM01010,NAMAN,NAMAN,SM,NSE,NAMAN,,NAMAN.NS
INE08NZ01012,NAMOEWASTE,NAMOEWASTE,SM,NSE,NAMOEWASTE,,NAMOEWASTE.NS
INE875G01048,NDL,NDL,EQ,NSE,NDL,,NDL.NS
INE696V01013,JAIPURKURT,JAIPURKURT,EQ,NSE,JAIPURKURT,,JAIPURKURT.NS
INE410P01011,NH,NH,EQ,NSE,NH,,NH.NS
INE117Z01011,NARMADA,NARMADA,EQ,NSE,NARMADA,,NARMADA.NS
INE987B01026,NATCOPHARM,NATCOPHARM,EQ,NSE,NATCOPHARM,,NATCOPHARM.NS
INE139A01034,NATIONALUM,NATIONALUM,EQ,NSE,NATIONALUM,,NATIONALUM.NS
INE870D01012,NFL,NFL,EQ,NSE,NFL,,NFL.NS
INE936B01015,NATCAPSUQ,NATCAPSUQ,EQ,NSE,NATCAPSUQ,,NATCAPSUQ.NS
INE725A01030,NAVA,NAVA,EQ,NSE,NAVA,,NAVA.NS
INE048G01026,NAVINFLUOR,NAVINFLUOR,EQ,NSE,NAVINFLUOR,,NAVINFLUOR.NS
INE278M01019,NAVKARCORP,NAVKARCORP,EQ,NSE,NAVKARCORP,,NAVKARCORP.NS
INE060A01024,NAVNETEDUL,NAVNETEDUL,EQ,NSE,NAVNETEDUL,,NAVNETEDUL.NS
INE418L01021,NAZARA,NAZARA,EQ,NSE,NAZARA,,NAZARA.NS
INE095N01031,NBCC,NBCC,EQ,NSE,NBCC,,NBCC.NS
INE868B01028,NCC,NCC,EQ,NSE,NCC,,NCC.NS
INE732C01016,NCLIND,NCLIND,EQ,NSE,NCLIND,,NCLIND.NS
INE07OG01012,NDRAUTO,NDRAUTO,EQ,NSE,NDRAUTO,,NDRAUTO.NS
INE189I01024,NELCAST,NELCAST,EQ,NSE,NELCAST,,NELCAST.NS
INE045B01015,NELCO,NELCO,EQ,NSE,NELCO,,NELCO.NS
INE136S01016,NEOGEN,NEOGEN,EQ,NSE,NEOGEN,,NEOGEN.NS
INE0SUN01013,NEPHROCARE,NEPHROCARE,ST,NSE,NEPHROCARE,,NEPHROCARE.NS
INE156901014,NEPTUNE,NEPTUNE,SM,NSE,NEPTUNE,,NEPTUNE.NS
INE317F01035,NESCO,NESCO,EQ,NSE,NESCO,,NESCO.NS
INE239A01024,NESTLEIND,NESTLEIND,EQ,NSE,NESTLEIND,,NESTLEIND.NS
INE518X01015,CBAZAAR,CBAZAAR,ST,NSE,CBAZAAR,,CBAZAAR.NS
INE0NT901020,NETWEB,NETWEB,EQ,NSE,NETWEB,,NETWEB.NS
INE0FFK01017,NPST,NPST,EQ,NSE,NPST,,NPST.NS
INE870H01013,NETWORK18,NETWORK18,EQ,NSE,NETWORK18,,NETWORK18.NS
INE794A01010,NEULANDLAB,NEULANDLAB,BL,NSE,NEULANDLAB,,NEULANDLAB.NS
INE619B01017,NEWGEN,NEWGEN,EQ,NSE,NEWGEN,,NEWGEN.NS
INE0PW501021,NEWJAISA,NEWJAISA,SM,NSE,NEWJAISA,,NEWJAISA.NS
INE0TP801012,NMSTEEL,NMSTEEL,SM,NSE,NMSTEEL,,NMSTEEL.NS
INE747B01016,NEXTMEDIA,NEXTMEDIA,EQ,NSE,NEXTMEDIA,,NEXTMEDIA.NS
INE0NDH25011,NXST,NXST,RR,NSE,NXST,,NXST.NS
INE887E01022,NGLFINE,NGLFINE,EQ,NSE,NGLFINE,,NGLFINE.NS
INE848E01016,NHPC,NHPC,EQ,NSE,NHPC,,NHPC.NS
INE149O01018,NIBE,NIBE,EQ,NSE,NIBE,,NIBE.NS
INE342G01023,NIITMTS,NIITMTS,EQ,NSE,NIITMTS,,NIITMTS.NS
INE161A01038,NIITLTD,NIITLTD,EQ,NSE,NIITLTD,,NIITLTD.NS
INE0FLF01015,NIKITA,NIKITA,SM,NSE,NIKITA,,NIKITA.NS
INE937C01029,NILAINFRA,NILAINFRA,EQ,NSE,NILAINFRA,,NILAINFRA.NS
INE00S901012,NILASPACES,NILASPACES,EQ,NSE,NILASPACES,,NILASPACES.NS
INE310A01015,NILKAMAL,NILKAMAL,EQ,NSE,NILKAMAL,,NILKAMAL.NS
INE395U01014,NINSYS,NINSYS,EQ,NSE,NINSYS,,NINSYS.NS
INE298J01013,NAM-INDIA,NAM-INDIA,EQ,NSE,NAM-INDIA,,NAM-INDIA.NS
INE368I01016,NIRAJ,NIRAJ,EQ,NSE,NIRAJ,,NIRAJ.NS
INE0OK701014,NIRMAN,NIRMAN,SM,NSE,NIRMAN,,NIRMAN.NS
INE858F01012,NITCO,NITCO,EQ,NSE,NITCO,,NITCO.NS
INE229H01012,NITINSPIN,NITINSPIN,EQ,NSE,NITINSPIN,,NITINSPIN.NS
INE439T01012,NITIRAJ,NITIRAJ,EQ,NSE,NITIRAJ,,NITIRAJ.NS
INE995S01015,NIVABUPA,NIVABUPA,EQ,NSE,NIVABUPA,,NIVABUPA.NS
INE542C01019,NKIND,NKIND,EQ,NSE,NKIND,,NKIND.NS
INE589A01014,NLCINDIA,NLCINDIA,EQ,NSE,NLCINDIA,,NLCINDIA.NS
INE584A01023,NMDC,NMDC,EQ,NSE,NMDC,,NMDC.NS
INE0NNS01018,NSLNISP,NSLNISP,EQ,NSE,NSLNISP,,NSLNISP.NS
INE163A01018,NOCIL,NOCIL,EQ,NSE,NOCIL,,NOCIL.NS
INE553C01016,NECCLTD,NECCLTD,EQ,NSE,NECCLTD,,NECCLTD.NS
INE850M01015,NORTHARC,NORTHARC,EQ,NSE,NORTHARC,,NORTHARC.NS
INE02H701025,NOVAAGRI,NOVAAGRI,EQ,NSE,NOVAAGRI,,NOVAAGRI.NS
INE349A01021,NRBBEARING,NRBBEARING,EQ,NSE,NRBBEARING,,NRBBEARING.NS
INE0ONG01011,NTPCGREEN,NTPCGREEN,EQ,NSE,NTPCGREEN,,NTPCGREEN.NS
INE733E01010,NTPC,NTPC,EQ,NSE,NTPC,,NTPC.NS
INE096B01018,NUCLEUS,NUCLEUS,EQ,NSE,NUCLEUS,,NUCLEUS.NS
INE0DSF01015,NURECA,NURECA,EQ,NSE,NURECA,,NURECA.NS
INE531F01015,NUVAMA,NUVAMA,BL,NSE,NUVAMA,,NUVAMA.NS
INE118D01016,NUVOCO,NUVOCO,EQ,NSE,NUVOCO,,NUVOCO.NS
INE093I01010,OBEROIRLTY,OBEROIRLTY,BL,NSE,OBEROIRLTY,,OBEROIRLTY.NS
INE0YHV01011,OBSCP,OBSCP,ST,NSE,OBSCP,,OBSCP.NS
INE213A01029,ONGC,ONGC,EQ,NSE,ONGC,,ONGC.NS
INE591A01010,OILCOUNTUB,OILCOUNTUB,EQ,NSE,OILCOUNTUB,,OILCOUNTUB.NS
INE274J01014,OIL,OIL,EQ,NSE,OIL,,OIL.NS
INE0LXG01040,OLAELEC,OLAELEC,EQ,NSE,OLAELEC,,OLAELEC.NS
INE260D01016,OLECTRA,OLECTRA,EQ,NSE,OLECTRA,,OLECTRA.NS
INE239D01028,OMINFRAL,OMINFRAL,EQ,NSE,OMINFRAL,,OMINFRAL.NS
INE800H01010,OMAXE,OMAXE,EQ,NSE,OMAXE,,OMAXE.NS
INE338Y01016,OMFURN,OMFURN,SM,NSE,OMFURN,,OMFURN.NS
INE474L01016,OMKARCHEM,OMKARCHEM,BZ,NSE,OMKARCHEM,,OMKARCHEM.NS
