ISIN,Code,SYMBOL,SERIES,EXCH,SYMBOL2,,Symbol3
INE293B01029,531322,SRI HAVISHA HOSPITALITY INFRAS,T,BSE,HAVISHA,,HAVISHA.BO
INE250D01017,531323,JAYATMA INDUSTRIES LIMITED,XT,BSE,JAYIND,,JAYIND.BO
INE442C01012,531327,CHARMS INDUSTRIES LTD.,XT,BSE,CHARMS,,CHARMS.BO
INE128R01023,531328,KRETTO SYSCON LIMITED,XT,BSE,KRETTOSYS,,KRETTOSYS.BO
INE186E01011,531334,VIKALP SECURITIES LTD.,XT,BSE,VIKALPS,,VIKALPS.BO
INE974C01022,531337,WinPro Industries Limited,Z,BSE,WINPRO,,WINPRO.BO
INE151H01018,531338,MILESTONE GLOBAL LTD.,X,BSE,MILESTONE,,MILESTONE.BO
INE348I01018,531340,BERVIN INVESTMENT & LEASING LT,XT,BSE,BERVINL,,BERVINL.BO
INE500D01015,531346,EASTERN TREADS LTD.,X,BSE,EASTRED,,EASTRED.BO
INE328D01011,531352,PEETI SECURITIES LTD.,X,BSE,PEETISEC,,PEETISEC.BO
INE763M01028,531357,MERCURY EV-TECH LIMITED,B,BSE,MERCURYEV,,MERCURYEV.BO
INE777G01012,531359,SHRIRAM ASSET MANAGEMENT CO.LT,XT,BSE,SRAMSET,,SRAMSET.BO
INE427D01011,531360,GOLECHHA GLOBAL FINANCE LTD.,X,BSE,GOLECHA,,GOLECHA.BO
INE005E01013,531364,Ekansh Concepts Limited,XT,BSE,EKANSH,,EKANSH.BO
INE960B01015,531370,SPARC ELECTREX LIMITED,XT,BSE,SPAR,,SPAR.BO
INE319B01014,531373,THE BYKE HOSPITALITY LTD.,T,BSE,BYKE,,BYKE.BO
INE405H01018,531380,CENTENIAL SURGICAL SUTURE LTD.,X,BSE,CSURGSU,,CSURGSU.BO
INE413D01011,531381,ARIHANT FOUNDATIONS & HOUSING,XT,BSE,ARIHANT,,ARIHANT.BO
INE671D01014,531387,HASTI FINANCE LTD.,X,BSE,HASTIFIN,,HASTIFIN.BO
INE890B01014,531390,UPSURGE INVESTMENT & FINANCE L,XT,BSE,UPSURGE,,UPSURGE.BO
INE448D01025,531395,PADAM COTTON YARNS LTD.,XT,BSE,PADAMCO,,PADAMCO.BO
INE905B01010,531396,WOMEN NETWORKS LTD.,XT,BSE,WOMENNET,,WOMENNET.BO
INE679C01027,531398,SOURCE NATURAL FOODS & HERBAL,X,BSE,SOURCENTRL,,SOURCENTRL.BO
INE493B01017,531399,G.G.AUTOMOTIVE GEARS LTD.,XT,BSE,GGAUTO,,GGAUTO.BO
INE281M01013,531402,LWS KNITWEAR LTD.,X,BSE,LWSKNIT,,LWSKNIT.BO
INE234J01018,531406,ANS INDUSTRIES LTD,XT,BSE,ANSINDUS,,ANSINDUS.BO
INE057D01016,531409,ALCHEMIST CORPORATION LTD.,XT,BSE,ALCHCORP,,ALCHCORP.BO
INE560D01027,531411,TUNI TEXTILE MILLS LTD.,X,BSE,TUNITEX,,TUNITEX.BO
INE576N01014,531412,RADIX INDUSTRIES (INDIA) LIMIT,XT,BSE,RADIXIND,,RADIXIND.BO
INE603F01012,531416,NARENDRA PROPERTIES LTD.,X,BSE,NARPROP,,NARPROP.BO
INE804B01023,531417,MEGA CORPORATION LTD.,XT,BSE,MEGACOR,,MEGACOR.BO
INE07P301011,531432,SYSTEMATIX SECURITIES LTD.,XT,BSE,SYTIXSE,,SYTIXSE.BO
INE474D01013,531436,SAFFRON INDUSTRIES LIMITED,XT,BSE,SAFFRON,,SAFFRON.BO
INE523I01016,531437,Prakash Woollen & Synthetic Mi,X,BSE,PWASML,,PWASML.BO
INE100F01019,531441,LYONS CORPORATE MARKET LTD.,XT,BSE,LYONSCO,,LYONSCO.BO
INE115C01014,531444,VARDHMAN CONCRETE LIMITED,XT,BSE,VARDHMAN,,VARDHMAN.BO
INE323D01020,531454,POLYLINK POLYMERS (INDIA) LTD.,X,BSE,POLYLINK,,POLYLINK.BO
INE952C01028,531456,MINAXI TEXTILES LTD.,X,BSE,MINAXI,,MINAXI.BO
INE109B01019,531458,BOSTON BIO SYSTEMS LTD.,X,BSE,BOSTONBIO,,BOSTONBIO.BO
INE545B01022,531460,CONTINENTAL CONTROLS LTD.,X,BSE,CONTICON,,CONTICON.BO
INE317B01042,531465,NOUVEAU GLOBAL VENTURES LTD.,X,BSE,NOUVEAU,,NOUVEAU.BO
INE397G01019,531471,DUKE OFFSHORE LTD.,X,BSE,DUKEOFS,,DUKEOFS.BO
INE183D01010,531472,CYBELE INDUSTRIES LTD.,X,BSE,CYBELEIND,,CYBELEIND.BO
INE600B01033,531486,FILMCITY MEDIA LTD.,X,BSE,FILME,,FILME.BO
INE084D01010,531489,CG-VAK SOFTWARE & EXPORTS LTD.,X,BSE,CGVAK,,CGVAK.BO
INE268H01044,531494,NAVKAR URBANSTRUCTURE LIMITED,T,BSE,NAVKARURB,,NAVKARURB.BO
INE472B01011,531495,BLUE COAST HOTELS LTD.,T,BSE,BLUECOAST,,BLUECOAST.BO
INE680D01015,531496,OMKAR OVERSEAS LTD.,XT,BSE,OMKAR,,OMKAR.BO
INE378D01032,531497,MADHUCON PROJECTS LTD.,T,BSE,MADHUCON,,MADHUCON.BO
INE080D01042,531499,SYBLY INDUSTRIES LTD.,XT,BSE,SYBLY,,SYBLY.BO
INE404L01039,531502,ESAAR (INDIA) LTD.,X,BSE,ESARIND,,ESARIND.BO
INE866D01010,531503,MARIS SPINNERS LTD.,X,BSE,MARIS,,MARIS.BO
INE628F01019,531505,INDERGIRI FINANCE LTD.,XT,BSE,INDERGR,,INDERGR.BO
INE561E01015,531506,SHUKRA BULLIONS LTD.,XT,BSE,SKRABUL,,SKRABUL.BO
INE681D01039,531512,ORIENT TRADELINK LTD.,X,BSE,ORIENTTR,,ORIENTTR.BO
INE735D01041,531515,MAHAN INDUSTRIES LTD.,XT,BSE,MAHANIN,,MAHANIN.BO
INE767B01022,531518,VIKAS PROPPANT & GRANITE LTD.,Z,BSE,VIKASPROP,,VIKASPROP.BO
INE849B01010,531525,ACE SOFTWARE EXPORTS LTD.,X,BSE,ACESOFT,,ACESOFT.BO
INE562E01021,531529,SOFTRAK VENTURE INVESTMENT LTD,XT,BSE,SOFTRAKV,,SOFTRAKV.BO
INE578B01015,531533,ACCEDERE LIMITED,XT,BSE,ACCEDERE,,ACCEDERE.BO
INE681K01026,531537,MIZZEN VENTURES LIMITED,XT,BSE,MIZVEN,,MIZVEN.BO
INE864D01015,531539,RISHABH DIGHA STEEL & ALLIED P,X,BSE,RISHDIGA,,RISHDIGA.BO
INE392G01028,531540,MARUTI INFRASTRUCTURE LTD.,X,BSE,MAINFRA,,MAINFRA.BO
INE881A01015,531541,KOBO BIOTECH LIMITED,Z,BSE,KOBO,,KOBO.BO
INE865D01012,531550,JHAVERI CREDITS & CAPITAL LTD.,XT,BSE,JHACC,,JHACC.BO
INE754B01012,531552,RAGHUNATH TOBACCO CO.LTD.,X,BSE,RAGHUTOB,,RAGHUTOB.BO
INE193D01019,531553,DISHA RESOURCES LIMITED,X,BSE,DRL,,DRL.BO
INE137E01014,531557,AMIT SECURITIES LTD.,XT,BSE,AMITSEC,,AMITSEC.BO
INE723K01018,531568,ASHUTOSH PAPER MILLS LTD.,XT,BSE,ASHUTPM,,ASHUTPM.BO
INE860D01013,531569,SANJIVANI PARANTERAL LTD.,X,BSE,SANJIVIN,,SANJIVIN.BO
INE192C01013,531574,VAS INFRASTRUCTURE LTD.,XT,BSE,VASINFRA,,VASINFRA.BO
INE580H01026,531578,KMF BUILDERS & DEVELOPERS LTD.,X,BSE,KMFBLDR,,KMFBLDR.BO
INE508J01015,531582,BERYL SECURITIES LTD.,X,BSE,BERYLSE,,BERYLSE.BO
INE455C01014,531585,DEVINE IMPEX LTD.,X,BSE,DEVINE,,DEVINE.BO
INE802A01037,531591,BAMPSL SECURITIES LTD.,X,BSE,BAMPSL,,BAMPSL.BO
INE861N01036,531592,GENPHARMASEC LIMITED,X,BSE,GENPHARMA,,GENPHARMA.BO
INE507D01010,531594,INCON ENGINEERS LTD.,X,BSE,INCON,,INCON.BO
INE832C01014,531600,GOGIA CAPITAL GROWTH LIMITED,X,BSE,GOGIACAPGL,,GOGIACAPGL.BO
INE792J01015,531608,GORANI INDUSTRIES LTD.,X,BSE,GORANIN,,GORANIN.BO
INE902G01016,531609,KG PETROCHEM LTD.,X,BSE,KGPETRO,,KGPETRO.BO
INE100C01024,531613,Meyer Apparel Limited,XT,BSE,MAL,,MAL.BO
INE347I01010,531616,STARCOM INFORMATION TECHNOLOGY,XT,BSE,STARCOM,,STARCOM.BO
INE628B01034,531626,OROSIL SMITHS INDIA LTD.,X,BSE,OROSMITHS,,OROSMITHS.BO
INE870J01019,531635,SILVER OAK (INDIA) LTD.,X,BSE,SILVOAK,,SILVOAK.BO
INE722B01019,531637,PRAVEG LIMITED,B,BSE,PRAVEG,,PRAVEG.BO
INE546D01018,531644,TOKYO FINANCE LTD.,X,BSE,TOKYOFIN,,TOKYOFIN.BO
INE654H01011,531651,NATIONAL GENERAL INDUSTRIES LT,X,BSE,NATGENI,,NATGENI.BO
INE528C01018,531652,UVS HOSPITALITY AND SERVICES L,X,BSE,UVS,,UVS.BO
INE454E01013,531658,ABATE AS INDUSTRIES LIMITED,XT,BSE,ABATEAS,,ABATEAS.BO
INE863C01019,531661,HITTCO TOOLS LTD.,X,BSE,HITTCO,,HITTCO.BO
INE139D01020,531663,YUVRAAJ HYGIENE PRODUCTS LTD.,XT,BSE,YUVRAAJHPL,,YUVRAAJHPL.BO
INE117K01013,531667,RR METALMAKERS INDIA LIMITED,X,BSE,RRMETAL,,RRMETAL.BO
INE661D01015,531668,VISION CORPORATION LTD.,XT,BSE,VISIONCO,,VISIONCO.BO
INE214D01021,531671,BISIL PLAST LIMITED,XT,BSE,BISIL,,BISIL.BO
INE224C01014,531672,INANI SECURITIES LTD.,X,BSE,INANISEC,,INANISEC.BO
INE067C01025,531673,ANKA INDIA LTD.,XT,BSE,ANKIN,,ANKIN.BO
INE554H01021,531676,VAGHANI TECHNO-BUILD LTD.,XT,BSE,VAGHANI,,VAGHANI.BO
INE588E01026,531677,ARIS INTERNATIONAL LTD.,XT,BSE,ARISINT,,ARISINT.BO
INE799E01011,531680,MAYUR LEATHER PRODUCTS LTD.,XT,BSE,MAYUR,,MAYUR.BO
INE673C01020,531681,AMERISE BIOSCIENCES LIMITED,X,BSE,AMERISE,,AMERISE.BO
INE537C01019,531686,ADVIK LABORATORIES LTD.,XT,BSE,ADVIKLA,,ADVIKLA.BO
INE621B01021,531688,Prithvi Exchange (India) Limit,X,BSE,PRITHVIEXCH,,PRITHVIEXCH.BO
INE593B01030,531692,KHYATI MULTIMEDIA-ENTERTAINMEN,X,BSE,KHYATI,,KHYATI.BO
INE230F01014,531694,RAINBOW FOUNDATIONS LTD.,XT,BSE,RAINBOWF,,RAINBOWF.BO
INE843F01014,531716,TRICOM FRUIT PRODUCTS LIMITED,XT,BSE,TRICOMFRU,,TRICOMFRU.BO
INE224E01028,531723,GACM Technologies Limited,T,BSE,GATECH,,GATECH.BO
INE316G01019,531726,PANCHSHEEL ORGANICS LTD.,X,BSE,PANCHSHEEL,,PANCHSHEEL.BO
INE650G01029,531727,MENON PISTONS LTD.,X,BSE,MENNPIS,,MENNPIS.BO
INE429Q01019,531735,PRISM FINANCE LTD.,P,BSE,PRISMFN,,PRISMFN.BO
INE414C01045,531737,GREENCREST FINANCIAL SERVICES,X,BSE,GREENCREST,,GREENCREST.BO
INE509C01026,531739,GENNEX LABORATORIES LTD.,X,BSE,GENNEX,,GENNEX.BO
INE258Z01013,531743,HIRA AUTOMOBILES LTD.,P,BSE,HIRAUTO,,HIRAUTO.BO
INE548B01018,531744,GINI SILK MILLS LTD.,X,BSE,GINISILK,,GINISILK.BO
INE703D01023,531752,BIOGEN PHARMACHEM INDUSTRIES L,X,BSE,BIOGEN,,BIOGEN.BO
INE131D01019,531758,G.K.CONSULTANTS LTD.,X,BSE,GKCONS,,GKCONS.BO
INE576D01015,531762,UNJHA FORMULATIONS LTD.,X,BSE,UNJHAFOR,,UNJHAFOR.BO
INE600F01018,531769,PFL INFOTECH LTD.,XT,BSE,PFLINFOTC,,PFLINFOTC.BO
INE311M01018,531771,SHRADDHA PRIME PROJECTS LTD,XT,BSE,SHRADDHA,,SHRADDHA.BO
INE059E01010,531778,KACHCHH MINERALS LTD.,XT,BSE,KACHCHH,,KACHCHH.BO
INE630U01014,531779,PADMANABH ALLOYS & POLYMERS LT,X,BSE,PADALPO,,PADALPO.BO
INE229G01022,531780,KAISER CORPORATION LIMITED,X,BSE,KACL,,KACL.BO
INE469F01026,531784,KCL Infra Projects Limited,X,BSE,KCLINFRA,,KCLINFRA.BO
INE393D01015,531797,SCAN PROJECTS LTD.,X,BSE,SCANPRO,,SCANPRO.BO
INE426H01014,531802,PRERNA INFRABUILD LTD.,X,BSE,PRERINFRA,,PRERINFRA.BO
INE161E01014,531810,METAL COATINGS (INDIA) LTD.,X,BSE,METALCO,,METALCO.BO
INE266C01023,531812,SGN TELECOMS LTD.,X,BSE,SGNTE,,SGNTE.BO
INE297J01023,531814,TIRUPATI SARJAN LTD.,X,BSE,TIRSARJ,,TIRSARJ.BO
INE348D01019,531821,MUNOTH FINANCIAL SERVICES LTD.,X,BSE,MUNOTHFI,,MUNOTHFI.BO
INE513E01024,531822,RODIUM REALTY LIMITED,X,BSE,RODIUM,,RODIUM.BO
INE793H01017,531832,NAGARJUNA AGRI TECH LTD.,XT,BSE,NAGTECH,,NAGTECH.BO
INE487B01019,531834,NATURA HUE CHEM LTD.,X,BSE,NATHUEC,,NATHUEC.BO
INE172B01017,531840,IEC EDUCATION LTD.,XT,BSE,IECEDU,,IECEDU.BO
INE935D01013,531841,Indus Finance Limited,XT,BSE,INDUSFINL,,INDUSFINL.BO
INE515C01023,531842,LAHOTI OVERSEAS LTD.,XT,BSE,LAHOTIOV,,LAHOTIOV.BO
INE318D01020,531845,ZENITH STEEL PIPES AND  INDUST,T,BSE,ZENITHSTL,,ZENITHSTL.BO
INE884X01011,531846,TRINITY LEAGUE INDIA LTD.,XT,BSE,TRINITYLEA,,TRINITYLEA.BO
INE194D01017,531847,ASIAN STAR CO.LTD.,B,BSE,ASTAR,,ASTAR.BO
INE457G01029,531859,ORIENTAL RAIL INFRASTRUCTURE L,B,BSE,ORIRAIL,,ORIRAIL.BO
INE024B01010,531861,JOINDRE CAPITAL SERVICES LTD.,X,BSE,JOINDRE,,JOINDRE.BO
INE842D01029,531862,BHARAT AGRI FERT & REALTY LTD.,X,BSE,BHARATAGRI,,BHARATAGRI.BO
INE929K01011,531867,UNITECH INTERNATIONAL LTD.,XT,BSE,UNITINT,,UNITINT.BO
INE433G01020,531869,SACHETA METALS LTD.,X,BSE,SACHEMT,,SACHEMT.BO
INE370C01015,531870,POPULAR ESTATE MANAGEMENT LTD.,X,BSE,POPULARES,,POPULARES.BO
INE283D01018,531878,ANJANI FINANCE LTD.,X,BSE,ANJANIFIN,,ANJANIFIN.BO
INE149D01011,531887,Tacent Projects Limited,XT,BSE,TACENT,,TACENT.BO
INE687C01012,531888,REXNORD ELECTRONICS & CONTROLS,X,BSE,REXNORD,,REXNORD.BO
INE882B01037,531889,INTEGRATED INDUSTRIES LIMITED,X,BSE,IIL,,IIL.BO
INE248B01023,531893,SAWACA ENTERPRISES LIMITED,X,BSE,SAWACA,,SAWACA.BO
INE778E01031,531900,CCL INTERNATIONAL LTD.,X,BSE,CCLINTER,,CCLINTER.BO
INE755J01012,531902,GALLOPS ENTERPRISE LTD.,XT,BSE,GALLOPENT,,GALLOPENT.BO
INE587J01027,531909,CROISSANCE LIMITED,X,BSE,CROISSANCE,,CROISSANCE.BO
INE312M01016,531910,Madhuveer Com 18 Network Limit,X,BSE,MADHUVEER,,MADHUVEER.BO
INE641H01018,531913,GOPAL IRON & STEELS CO.(GUJARA,X,BSE,GOPAIST,,GOPAIST.BO
INE02XD01011,531918,HINDUSTAN APPLIANCES LTD.,X,BSE,HINDAPL,,HINDAPL.BO
INE956B01013,531923,DHAMPURE SPECIALITY SUGARS LTD,X,BSE,DHAMPURE,,DHAMPURE.BO
INE545N01019,531925,SHANTANU SHEOREY AQUAKULT LTD.,X,BSE,SHAQUAK,,SHAQUAK.BO
INE214B01017,531929,INNOCORP LTD.,XT,BSE,INNOCORP,,INNOCORP.BO
INE074H01012,531930,SARTHAK INDUSTRIES LTD.,XT,BSE,SARTHAKIND,,SARTHAKIND.BO
INE531X01018,531931,SAI CAPITAL LTD.,X,BSE,SAICAPI,,SAICAPI.BO
INE657B01025,531936,BLUE CHIP INDIA LTD.,T,BSE,BLUECHIP,,BLUECHIP.BO
INE185D01015,531944,LEXORAA INDUSTRIES LIMITED,X,BSE,LEXORAA,,LEXORAA.BO
INE316D01024,531950,VERTEX SECURITIES LTD.,X,BSE,VERTEX,,VERTEX.BO
INE811H01017,531952,RIBA TEXTILES LTD.,X,BSE,RIBATEX,,RIBATEX.BO
INE997D01021,531959,NEWTIME INFRASTRUCTURE LIMITED,X,BSE,NEWINFRA,,NEWINFRA.BO
INE108B01029,531960,Kashyap Tele-Medicines Limited,XT,BSE,KASHYAP,,KASHYAP.BO
INE914B01012,531962,SHREE METALLOYS LTD.,X,BSE,SHREMETAL,,SHREMETAL.BO
INE786E01018,531968,IITL PROJECTS LIMITED,X,BSE,IITLPROJ,,IITLPROJ.BO
INE558F01026,531977,CHARTERED LOGISTICS LTD.,X,BSE,CHLOGIST,,CHLOGIST.BO
INE227B01019,531979,HIND ALUMINIUM INDUSTRIES LTD.,X,BSE,HINDALUMI,,HINDALUMI.BO
INE564B01015,531980,SENTHIL INFOTEK LTD,XT,BSE,SENINFO,,SENINFO.BO
INE547C01018,531982,SPECTRUM FOODS LTD.,X,BSE,SPECFOOD,,SPECFOOD.BO
INE132E01015,531989,DECCAN POLYPACKS LTD.,XT,BSE,DECPO,,DECPO.BO
INE735C01027,531991,AMRAWORLD AGRICO LTD.,X,BSE,AMRAAGRI,,AMRAAGRI.BO
INE706C01028,531994,AUTO PINS (INDIA) LTD.,XT,BSE,AUTOPINS,,AUTOPINS.BO
INE839E01023,531996,ODYSSEY CORPORATION LTD.,X,BSE,ODYCORP,,ODYCORP.BO
INE164D01010,531997,VUENOW INFRATECH LIMITED,X,BSE,VUENOW,,VUENOW.BO
INE146H01018,532001,INDUCTO STEEL LTD.,XT,BSE,INDCTST,,INDCTST.BO
INE981C01019,532007,SHREEVATSAA FINANCE & LEASING,X,BSE,SHVFL,,SHVFL.BO
INE147C01017,532011,VASHU BHAGNANI INDUSTRIES LIMI,XT,BSE,POOJAENT,,POOJAENT.BO
INE995A01013,532015,GRAVITY (INDIA) LTD.,XT,BSE,GRAVITY,,GRAVITY.BO
INE176O01011,532016,ESPIRE HOSPITALITY LIMITED,XT,BSE,ESPIRE,,ESPIRE.BO
INE486F01012,532039,ZENOTECH LABORATORIES LTD.,X,BSE,ZENOTECH,,ZENOTECH.BO
INE597C01021,532041,HINDUSTAN BIO SCIENCES LTD.,X,BSE,HINDBIO,,HINDBIO.BO
INE092D01013,532042,FRONTLINE CORPORATION LTD.,X,BSE,FRONTCORP,,FRONTCORP.BO
INE121B01014,532053,WALLFORT FINANCIAL SERVICES LT,X,BSE,WALLFORT,,WALLFORT.BO
INE398H01015,532056,Trustedge Capital Limited,XT,BSE,TRUSTEDGE,,TRUSTEDGE.BO
INE516F01016,532057,ABHINAV CAPITAL SERVICES LTD.,X,BSE,ABHICAP,,ABHICAP.BO
INE994E01018,532067,3B BlackBio Dx Limited,B,BSE,3BBLACKBIO,,3BBLACKBIO.BO
INE311N01016,532070,Sumuka Agro Industries Limited,XT,BSE,SUMUKA,,SUMUKA.BO
INE177D01020,532072,INTERWORLD DIGITAL LTD.,XT,BSE,INTERDIGI,,INTERDIGI.BO
INE219M01021,532090,Atvo Enterprises Limited,X,BSE,ATVOENT,,ATVOENT.BO
INE807D01030,532092,EPUJA SPIRITECH LIMITED,X,BSE,EPUJA,,EPUJA.BO
INE456B01014,532100,INDO-CITY INFOTECH LTD.,X,BSE,INDOCITY,,INDOCITY.BO
INE948G01019,532102,SBEC SUGAR LTD.,XT,BSE,SBECSUG,,SBECSUG.BO
INE957E01031,532113,BRIJLAXMI LEASING & FINANCE LT,X,BSE,BRIJLEAS,,BRIJLEAS.BO
INE395A01016,532123,BSEL ALGO LIMITED,X,BSE,BSELALGO,,BSELALGO.BO
INE419H01019,532124,RELIABLE VENTURES INDIA LTD.,XT,BSE,RELIABVEN,,RELIABVEN.BO
INE382B01012,532131,TRIUMPH INTERNATIONAL FINANCE,XT,BSE,TRIUMPIN,,TRIUMPIN.BO
INE634D01038,532139,G-TECH INFO-TRAINING LTD.,XT,BSE,GTEIT,,GTEIT.BO
INE154B01023,532140,MOHITE INDUSTRIES LIMITED,XT,BSE,MOHITE,,MOHITE.BO
INE666E01020,532141,ANDHRA CEMENTS LTD.,B,BSE,ACL,,ACL.BO
INE411D01015,532143,SKM EGG PRODUCTS EXPORT (INDIA,T,BSE,SKMEGGPROD,,SKMEGGPROD.BO
INE731B01010,532145,H.S.INDIA LTD.,X,BSE,HOTLSILV,,HOTLSILV.BO
INE560F01022,532154,JOHNSON PHARMACARE LIMITED,X,BSE,JOHNPHARMA,,JOHNPHARMA.BO
INE088D01011,532159,TRESCON LIMITED,X,BSE,TRESCON,,TRESCON.BO
INE944A01011,532160,GUJARAT STATE FINANCIAL CORPOR,B,BSE,GUJSTATFIN,,GUJSTATFIN.BO
INE514C01026,532164,MINOLTA FINANCE LTD.,Z,BSE,MINOLTAF,,MINOLTAF.BO
INE501C01015,532167,OMKAR PHARMACHEM LTD.,X,BSE,OMKARPH,,OMKARPH.BO
INE622E01023,532183,GAYATRI SUGARS LTD.,XT,BSE,GAYATRI,,GAYATRI.BO
INE731A01020,532212,ARCHIES LTD.,T,BSE,ARCHIES,,ARCHIES.BO
INE550B01022,532216,HB STOCKHOLDINGS LTD.,T,BSE,HBSL,,HBSL.BO
INE027F01014,532217,SIEL FINANCIAL SERVICES LTD.,XT,BSE,SIELFNS,,SIELFNS.BO
INE306C01019,532219,ENERGY DEVELOPMENT COMPANY LTD,T,BSE,ENERGYDEV,,ENERGYDEV.BO
INE665D01016,532230,BENGAL TEA & FABRICS LTD.,X,BSE,BENGALT,,BENGALT.BO
INE920B01019,532262,TCI INDUSTRIES LTD.,X,BSE,TCIIND,,TCIIND.BO
INE394C01023,532275,LANDMARC LEISURE CORPORATION L,XT,BSE,LANDMARC,,LANDMARC.BO
INE389D01013,532284,TCFC FINANCE LTD.,X,BSE,TCFCFINQ,,TCFCFINQ.BO
INE934A01012,532303,INTEGRATED HITECH LTD.,XT,BSE,INTEGHIT,,INTEGHIT.BO
INE602C01011,532304,KJMC CORPORATE ADVISORS (INDIA,X,BSE,KJMCCORP,,KJMCCORP.BO
INE915B01019,532305,IND-SWIFT LABORATORIES LTD.,T,BSE,INDSWFTLAB,,INDSWFTLAB.BO
INE042B01012,532315,GROARC INDUSTRIES INDIA LIMITE,X,BSE,GROARC,,GROARC.BO
INE418B01048,532320,VAARAD VENTURES LTD,X,BSE,VAARAD,,VAARAD.BO
INE555C01029,532323,SHIVA CEMENT LTD.,B,BSE,SHIVACEM,,SHIVACEM.BO
INE039B01026,532324,CINEVISTA LTD.,T,BSE,CINEVISTA,,CINEVISTA.BO
INE310B01013,532329,DANLAW TECHNOLOGIES INDIA LTD.,X,BSE,DANLAW,,DANLAW.BO
INE117B01020,532332,CURA TECHNOLOGIES LTD.,T,BSE,CURAA,,CURAA.BO
INE638B01025,532333,HB PORTFOLIO LTD.,X,BSE,HBPOR,,HBPOR.BO
INE640B01021,532334,HB ESTATE DEVELOPERS LTD.,X,BSE,HBESD,,HBESD.BO
INE228B01017,532336,BARON INFOTECH LTD.,Z,BSE,BARONINF,,BARONINF.BO
INE369B01019,532340,OMNI AXS SOFTWARE LTD.,X,BSE,OMNIAX,,OMNIAX.BO
INE848A01014,532341,IZMO Limited,B,BSE,IZMO,,IZMO.BO
INE002B01016,532344,SOFTSOL INDIA LTD.,X,BSE,SOFTSOL,,SOFTSOL.BO
INE754A01055,532348,SUBEX LTD.,T,BSE,SUBEXLTD,,SUBEXLTD.BO
INE243B01016,532350,PADMALAYA TELEFILMS LTD.,Z,BSE,PADMALAYAT,,PADMALAYAT.BO
INE400B01020,532354,Virgo Global Limited,X,BSE,VIRGOGLOB,,VIRGOGLOB.BO
INE448B01029,532355,PICTUREHOUSE MEDIA LTD.,X,BSE,PICTUREHS,,PICTUREHS.BO
INE309B01023,532359,HIT KIT GLOBAL SOLUTIONS LTD.,X,BSE,HITKITGLO,,HITKITGLO.BO
INE099E01016,532362,NAGPUR POWER & INDUSTRIES LTD.,X,BSE,NAGPI,,NAGPI.BO
INE246B01019,532370,RAMCO SYSTEMS LTD.,T,BSE,RAMCOSYS,,RAMCOSYS.BO
INE517B01013,532371,TATA TELESERVICES (MAHARASHTRA,T,BSE,TTML,,TTML.BO
INE539B01017,532372,Virinchi Limited,T,BSE,VIRINCHI,,VIRINCHI.BO
INE434B01029,532373,WEP SOLUTIONS LTD.,X,BSE,WEPSOLN,,WEPSOLN.BO
INE464B01018,532378,UNIVERSAL ARTS LTD.,X,BSE,UNIVARTS,,UNIVARTS.BO
INE683B01047,532379,FIRST FINTEC LIMITED,XT,BSE,FIRSTFIN,,FIRSTFIN.BO
INE893A01036,532380,BABA ARTS LTD.,X,BSE,BABA,,BABA.BO
INE794B01026,532382,BALAJI TELEFILMS LTD.,T,BSE,BALAJITELE,,BALAJITELE.BO
INE443B01012,532384,TYCHE INDUSTRIES LTD.,X,BSE,TYCHE,,TYCHE.BO
INE526B01014,532386,CALIFORNIA SOFTWARE CO.LTD.,T,BSE,CALSOFT,,CALSOFT.BO
INE230B01021,532392,CREATIVE EYE LTD.,T,BSE,CREATIVEYE,,CREATIVEYE.BO
INE555B01013,532395,AXISCADES TECHNOLOGIES LIMITED,T,BSE,AXISCADES,,AXISCADES.BO
INE971A01014,532397,KONNDOR INDUSTRIES LIMITED,XT,BSE,KONNDOR,,KONNDOR.BO
INE718B01017,532402,USG TECH SOLUTIONS LTD.,X,BSE,USGTECH,,USGTECH.BO
INE856B01023,532404,SAVEN TECHNOLOGIES LTD.,X,BSE,7TEC,,7TEC.BO
INE933B01012,532408,MEGASOFT LTD.,T,BSE,MEGASOFT,,MEGASOFT.BO
INE330E01023,532410,TRANSCORP INTERNATIONAL LTD.,X,BSE,TRANSCOR,,TRANSCOR.BO
INE256D01014,532425,GENUS PRIME INFRA LIMITED,X,BSE,GENUSPRIME,,GENUSPRIME.BO
INE799C01031,532435,SANMIT INFRA LIMITED,X,BSE,SANINFRA,,SANINFRA.BO
INE541C01037,532444,T.SPIRITUAL WORLD LTD.,XT,BSE,TSPIRITUAL,,TSPIRITUAL.BO
INE655D01025,532455,SHALIMAR WIRES INDUSTRIES LTD.,X,BSE,SHALIWIR,,SHALIWIR.BO
INE550F01049,532467,HAZOOR MULTI PROJECTS LTD.,X,BSE,HAZOOR,,HAZOOR.BO
INE411F01010,532468,KAMA HOLDINGS LIMITED,A,BSE,KAMAHOLD,,KAMAHOLD.BO
INE781B01015,532481,NOIDA TOLL BRIDGE COMPANY LTD.,T,BSE,NOIDATOLL,,NOIDATOLL.BO
INE525F01025,532485,BALMER LAWRIE INVESTMENTS LTD.,B,BSE,BLIL,,BLIL.BO
INE296E01026,532503,RAJAPALAYAM MILLS LTD.,X,BSE,RAJPALAYAM,,RAJPALAYAM.BO
INE236G01019,532513,TVS ELECTRONICS LTD.,T,BSE,TVSELECT,,TVSELECT.BO
