SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBAUG28V,GB,10432,10569,10430,10498.45,10523,10428.32,951,9984349.59,26-Aug-2025,142,IN0020200161
SGBSEP28VI,GB,10474.34,10569.99,10470,10563.5,10564,10474.34,483,5090699.56,26-Aug-2025,59,IN0020200195
SGBOC28VII,GB,10494.99,10522,10480,10522,10522,10445.86,167,1756515.98,26-Aug-2025,11,IN0020200203
SGBJ28VIII,GB,10399,10500,10399,10492.2,10492.2,10301,13,135981.40,26-Aug-2025,7,IN0020190537
SGBMAR28X,GB,10489.98,10598,10469,10597.96,10597.96,10489.98,16,168490.72,26-Aug-2025,4,IN0020190552
SGBJUL29IV,GB,10445,10632.9,10445,10550,10550,10405,103,1086087.70,26-Aug-2025,37,IN0020210111
SGBJAN29IX,GB,10488,10549.99,10450,10500,10500,10438.71,139,1457010.99,26-Aug-2025,39,IN0020200377
SGBAUG29V,GB,10639,10690,10500,10686.21,10650,10555,188,2003726.36,26-Aug-2025,58,IN0020210129
SGBD29VIII,GB,10787,10787,10601,10701.09,10701,10653,258,2753089.58,26-Aug-2025,74,IN0020210228
SGBJAN29X,GB,10454,10589,10420,10482.01,10482.01,10454,48,504222.06,26-Aug-2025,15,IN0020200385
SGBFEB29XI,GB,10480,10525,10480,10496.19,10480.45,10474.45,262,2747972.22,26-Aug-2025,38,IN0020200393
SGBMR29XII,GB,10450,10550,10410,10530.04,10550,10450,178,1868659.07,26-Aug-2025,44,IN0020200427
SGBJUN30,GB,11005,11500,11005,11412.19,11439.99,11049.5,94,1061881.47,26-Aug-2025,45,IN0020220045
SGBAUG30,GB,11465,11597.99,11460,11507.33,11511,11451.21,72,827703.08,26-Aug-2025,25,IN0020220078
SGBDE30III,GB,11145,11199.99,10901,11125.93,11199.99,10993.56,274,3034392.50,26-Aug-2025,75,IN0020220110
SGBJAN30IX,GB,10960,10999.98,10901.01,10955.7,10955.7,10915.11,81,887365.60,26-Aug-2025,23,IN0020210236
SGBMAR30X,GB,10998,11000,10920,10960,10960,10850,21,229835.00,26-Aug-2025,10,IN0020210319
SGBJUN31I,GB,11250,11435,11250,11377.17,11435,11237.64,481,5442852.15,26-Aug-2025,130,IN0020230069
SGBSEP31II,GB,11166.3,11308.98,11166.3,11290.31,11292,11246.98,1095,12352533.50,26-Aug-2025,202,IN0020230093
SGBDE31III,GB,11615.4,11615.4,11350,11489.64,11498,11332.1,956,10953382.23,26-Aug-2025,263,IN0020230168
SGBMAR31IV,GB,11250,11457.99,11210.01,11457.99,11457.99,11249.58,158,1789220.46,26-Aug-2025,49,IN0020220169
SGBFEB32IV,GB,12016.2,12300,12016.2,12098.73,12100,12060.35,1146,13879680.37,26-Aug-2025,238,IN0020230184
20MICRONS,EQ,233.56,234.15,227.02,228.91,229.98,233.56,79770,18310364.99,26-Aug-2025,2770,INE144J01027
21STCENMGM,EQ,55.29,56,53.95,53.98,53.95,55.02,7526,412009.66,26-Aug-2025,225,INE253B01015
360ONE,EQ,1092.7,1110.9,1081.1,1087.4,1081.1,1092.7,2422947,2641959823.30,26-Aug-2025,81569,INE466L01038
GOLD360,EQ,99,99.7,98.9,99.65,99.7,99,3259,324312.85,26-Aug-2025,56,INF579M01BB5
SILVER360,EQ,115.99,117.99,113.65,114.05,113.66,115.15,8659,1007321.75,26-Aug-2025,150,INF579M01BC3
3IINFOLTD,EQ,23.77,23.77,23,23.06,23.14,23.69,113007,2616972.44,26-Aug-2025,1019,INE748C01038
3MINDIA,EQ,30310,30800,30230,30415,30405,30520,4152,126467860.00,26-Aug-2025,1985,INE470A01017
3PLAND,EQ,47.61,48.47,46.4,46.92,46.4,48,4467,210307.41,26-Aug-2025,92,INE105C01023
5PAISA,EQ,362.45,362.45,350,357.9,359.3,362.45,17093,6115715.80,26-Aug-2025,1801,INE618L01018
63MOONS,EQ,944.4,959,921.2,929.4,929,951.5,80616,75688394.40,26-Aug-2025,7120,INE111B01023
751HUDCO28,N5,1080.01,1080.01,1080.01,1080.01,1080.01,1080.06,5,5400.05,26-Aug-2025,1,INE031A07865
764NABAR31,N2,1124.9,1124.9,1119,1122.59,1122.59,1121.81,4916,5516362.52,26-Aug-2025,39,INE261F07032
764HUDCO31,N8,1130,1130,1130,1130,1130,1145,1,1130.00,26-Aug-2025,1,INE031A07AO5
774IREDA31,N7,1149,1149,1146.89,1146.89,1146.89,1136.99,505,580234.45,26-Aug-2025,2,INE202E07229
82HUDCO27,N2,1079.89,1079.89,1079.89,1079.89,1079.89,1073.09,95,102589.55,26-Aug-2025,1,INE031A07840
830PFCL27,N5,1106.1,1106.4,1106.1,1106.25,1106.4,1112,15,16593.05,26-Aug-2025,3,INE134E07208
866IIFC34B,N3,1450,1450,1425,1425,1425,1402,1200,1735000.00,26-Aug-2025,3,INE787H07347
875NHAI29,N6,1154.25,1158,1153.1,1157,1157,1153.27,839,969633.53,26-Aug-2025,22,INE906B07DF8
876HUDCO28,ND,1164.88,1165.99,1164,1164.59,1165.99,1162,138,160713.78,26-Aug-2025,5,INE031A07949
891IIFCL34,N4,1280,1280,1279,1279.22,1279,1280,258,330201.00,26-Aug-2025,6,INE787H07370
891NTPC33,N6,1285,1285,1285,1285,1285,1284.99,20,25700.00,26-Aug-2025,2,INE733E07JJ9
892PFCL33,N8,1286.6,1290,1285,1285.6,1285.6,1286.26,777,999378.81,26-Aug-2025,18,INE134E07463
9MMFSML,N2,1019,1019,1019,1019,1019,1020,60,61140.00,26-Aug-2025,2,INE774D08MA6
901HUDCO34,NE,1290,1318,1290,1307,1307,1290,660,860180.00,26-Aug-2025,9,INE031A07AB2
ABCOTS,SM,405,415,401.1,411.8,412.7,412.4,4000,1646875.00,26-Aug-2025,7,INE08PH01015
ABINFRA,BE,193.02,197.98,186,191.69,193,193.02,65218,12562092.96,26-Aug-2025,247,INE00YB01017
A2ZINFRA,BE,18.6,19.3,18,18.92,19.15,18.54,289015,5402013.31,26-Aug-2025,393,INE619I01012
AAATECH,EQ,82.19,83.99,77.07,77.8,78,81.73,46603,3722356.95,26-Aug-2025,1665,INE0D0U01013
AADHARHFC,EQ,517.2,519.95,500.05,503.45,502.05,517.25,547684,277531177.50,26-Aug-2025,23469,INE883F01010
AAKAAR,SM,84.5,91.95,84.5,88.7,88.1,90.15,25600,2292800.00,26-Aug-2025,15,INE1GYP01013
AAKASH,BE,10.8,10.9,10.52,10.75,10.63,10.8,144210,1547040.89,26-Aug-2025,277,INE087Z01024
AARADHYA,SM,116.65,117,114,114,114,116.55,32400,3750600.00,26-Aug-2025,15,INE124401014
AAREYDRUGS,BE,62.7,63.9,60.17,61.65,61.66,62.39,16044,991063.73,26-Aug-2025,98,INE198H01019
AARON,EQ,250,250,214.2,217.65,215,238.85,123144,28059868.20,26-Aug-2025,5795,INE721Z01010
AARTECH,EQ,61.69,62.5,59,59.06,59.84,59.87,42306,2514242.80,26-Aug-2025,903,INE01C001026
AARTIDRUGS,EQ,481,481.8,469,470.05,469.75,480.9,65719,31117827.70,26-Aug-2025,4466,INE767A01016
AARTIIND,EQ,390,391.65,382.45,386,384.25,388.55,964212,372586326.85,26-Aug-2025,24029,INE769A01020
AARTIPHARM,EQ,830.65,835,812.1,818.65,825,827.6,403967,332582798.80,26-Aug-2025,25216,INE0LRU01027
AARTISURF,BE,469.9,474.8,462,470.6,468,475,1767,826985.55,26-Aug-2025,136,INE09EO01013
AARTISURF,P1,142,142,142,142,142,142,24,3408.00,26-Aug-2025,3,INE09EO04017
AARVEEDEN,BE,182,185,174.47,175.62,175.99,183.66,31053,5479798.97,26-Aug-2025,261,INE273D01019
AARVI,EQ,121,124.48,119.31,121.65,121.06,122.06,37130,4562080.31,26-Aug-2025,674,INE754X01016
AATMAJ,SM,19,21.75,19,21.4,21.45,19,16000,329700.00,26-Aug-2025,8,INE0OB201016
AAVAS,EQ,1633.8,1634.4,1561,1572.3,1579,1631.9,207311,330187068.00,26-Aug-2025,21360,INE216P01012
ABAN,EQ,48.95,49.43,47.65,47.92,47.85,49.57,61773,2990778.84,26-Aug-2025,1091,INE421A01028
AFSL,EQ,220.85,221.69,220,220.04,220.58,220.32,8093,1783354.03,26-Aug-2025,282,INE00ZE01026
ABB,EQ,5100.5,5109.5,5011,5022,5022,5100.5,482397,2427885951.00,26-Aug-2025,34668,INE117A01022
ABBOTINDIA,EQ,31615,32050,31175,31885,31690,31520,10802,343401750.00,26-Aug-2025,4951,INE358A01014
ABHAPOWER,ST,46.5,48,46.5,46.55,46.55,48.95,30400,1425840.00,26-Aug-2025,19,INE0UYG01015
AILIMITED,SM,40.5,44,39.85,43.15,44,41.95,51000,2061675.00,26-Aug-2025,28,INE0CAJ01017
ABMINTLLTD,BE,44.68,44.68,42.7,42.76,44.68,44.9,630,26945.02,26-Aug-2025,21,INE251C01025
ABSMARINE,SM,203,205,198,200.4,202.4,203.9,43500,8749600.00,26-Aug-2025,73,INE0QRV01016
ACC,EQ,1807.7,1817.9,1795.7,1798.5,1797,1807.7,169357,305471447.80,26-Aug-2025,14854,INE012A01025
ACCELYA,EQ,1430,1444.7,1402.1,1412.3,1405.6,1432.5,6313,8960033.80,26-Aug-2025,1058,INE793A01012
ACCENTMIC,ST,296,296.5,286.5,293.05,294,298.4,22000,6468850.00,26-Aug-2025,41,INE0Q5D01013
ACCPL,SM,58.45,59.5,58.3,58.8,58.8,59.35,12000,704460.00,26-Aug-2025,10,INE0T8T01010
ACCURACY,EQ,7,7.26,6.97,7.08,7.02,7.07,89424,633148.70,26-Aug-2025,520,INE648Z01023
ACEINTEG,EQ,24.8,24.8,23.61,23.85,24,24.04,1011,24404.06,26-Aug-2025,77,INE543V01017
ACMESOLAR,EQ,304.5,308,284.25,285.7,285.5,303.3,4011283,1166227275.50,26-Aug-2025,70693,INE622W01025
ACE,EQ,1078.8,1079.5,1039.4,1042.8,1045,1080.5,817523,863219671.90,26-Aug-2025,48154,INE731H01025
ACTIVEINFR,SM,170,170,170,170,170,170,600,102000.00,26-Aug-2025,1,INE0KLO01025
ACUTAAS,EQ,1415.5,1432,1395,1413.6,1415.3,1429.6,303772,428297847.20,26-Aug-2025,21405,INE00FF01025
ADANIENSOL,EQ,801.1,803.45,787.75,788.65,789.3,805.75,501821,397620777.85,26-Aug-2025,18386,INE931S01010
ADANIENT,EQ,2304,2309.3,2249.4,2272,2286,2302.9,1071550,2434185935.90,26-Aug-2025,49449,INE423A01024
ADANIGREEN,EQ,964.15,965.75,926,931.25,931,964.1,1462770,1374286241.20,26-Aug-2025,48824,INE364U01010
ADANIPORTS,EQ,1335.2,1339.9,1310,1315.4,1313.4,1340.4,1652272,2183986722.60,26-Aug-2025,65695,INE742F01042
ADANIPOWER,EQ,604.9,605,590,592.1,593.95,605.65,2259169,1347266213.30,26-Aug-2025,37400,INE814H01011
ATGL,EQ,630.1,644.5,625.5,635.7,632,631.25,1256023,799962672.20,26-Aug-2025,37123,INE399L01023
LAWSIKHO,SM,144.05,149.8,144,144.6,144.2,143.35,12000,1743125.00,26-Aug-2025,19,INE0RDH01021
ADFFOODS,EQ,230.36,230.36,218.01,219.24,219,230.89,130340,28963282.90,26-Aug-2025,5097,INE982B01027
ABSLAMC,EQ,875,877.65,840,842.75,843,874.55,304426,258523291.05,26-Aug-2025,18115,INE404A01024
ABCAPITAL,EQ,283.9,285.4,280.1,281,280.3,285.2,3547904,1002555439.00,26-Aug-2025,37904,INE674K01013
ABFRL,EQ,82,83.36,81.81,82.56,82.36,81.98,13144220,1086306160.70,26-Aug-2025,47658,INE647O01011
ABLBL,EQ,144.13,144.13,137.3,138.9,139,144.13,1884179,264221397.57,26-Aug-2025,37198,INE14LE01019
BIRLAMONEY,EQ,181.9,184.68,178.25,179.93,179,181.34,132427,24110131.66,26-Aug-2025,4118,INE865C01022
ABREL,EQ,1845.2,1845.2,1779.7,1788.3,1781.1,1845.4,104013,187939966.90,26-Aug-2025,10441,INE055A01016
CPPLUS,EQ,1316.85,1325.95,1261.1,1283,1273.65,1319.75,438144,568347040.80,26-Aug-2025,21444,INE819V01029
AUSL,ST,37,37,36.75,37,37,38.15,8000,295100.00,26-Aug-2025,4,INE01YQ01013
AVL,EQ,499.4,511.95,493,510.65,511,502.05,384222,194393312.45,26-Aug-2025,15563,INE679V01027
BSLGOLDETF,EQ,86.44,89.23,86.44,89.04,89.05,88.66,167283,14896192.09,26-Aug-2025,531,INF209KB18D3
BSLNIFTY,EQ,28.6,29.3,28.6,28.7,28.74,28.93,132737,3820035.36,26-Aug-2025,3721,INF209KB19D1
ADOR,EQ,914.65,922.05,905.9,909.3,906,914.55,5180,4725355.80,26-Aug-2025,1863,INE045A01017
ADROITINFO,EQ,10.46,10.86,10.11,10.46,10.12,10.55,25870,273939.04,26-Aug-2025,255,INE737B01033
ADVENZYMES,EQ,310,310,301.25,301.85,304.4,309.3,165115,50067114.55,26-Aug-2025,5241,INE837H01020
ADVANIHOTR,EQ,63.77,63.9,61.21,62.29,62.4,63.57,62590,3897594.77,26-Aug-2025,1589,INE199C01026
AEGISLOG,EQ,725,725.2,694.5,699.1,699.1,725.2,262738,185350757.00,26-Aug-2025,12602,INE208C01025
AEGISVOPAK,EQ,257,260,243.66,255.19,254,258.87,587387,147304526.70,26-Aug-2025,12480,INE0INX01018
AEL17725,NA,1030,1030,1030,1030,1030,1047,2,2060.00,26-Aug-2025,1,INE423A07401
885AEL28,NB,1005.55,1005.55,1002.99,1002.99,1002.99,1002.55,749,751303.51,26-Aug-2025,3,INE423A07427
895AEL27,N9,1008,1008,1008,1008,1008,1002.05,684,689472.00,26-Aug-2025,2,INE423A07450
9AEL30,NE,1015,1016.9,1015,1016.9,1016.9,1015,130,131997.50,26-Aug-2025,4,INE423A07443
915AEL28,NC,1007.9,1008,1006,1007.99,1007.99,1007.9,318,319942.48,26-Aug-2025,6,INE423A07435
930AEL30,NF,1002,1005.39,1002,1005.1,1004.55,1003.07,482,484429.95,26-Aug-2025,9,INE423A07393
AEROENTER,EQ,89.7,89.7,87.1,87.48,87.2,89.76,88943,7809856.37,26-Aug-2025,1719,INE065D01027
AEROFLEX,EQ,179.5,181.65,174.16,176.07,176.86,179.68,424510,75304823.81,26-Aug-2025,10266,INE024001021
AERONEU,BE,98,101.05,96,100.1,101.05,101,690,67808.94,26-Aug-2025,24,INE035801013
AERON,SM,112.15,113.9,112.15,112.2,112.2,114.95,5000,562600.00,26-Aug-2025,5,INE0WL801011
AESTHETIK,ST,118.5,118.5,118.05,118.05,118.05,120.5,6000,710100.00,26-Aug-2025,3,INE0TSF01011
AETHER,EQ,752.4,756.85,730,736,738.8,757.8,161928,119556391.95,26-Aug-2025,10745,INE0BWX01014
AFCONS,EQ,430.2,446.3,422.55,433.75,443,431.05,4311237,1867216457.65,26-Aug-2025,41448,INE101I01011
AFFLE,EQ,1935,1939.9,1885,1894.7,1885,1936.3,245848,467142196.80,26-Aug-2025,34625,INE00WC01027
AFFORDABLE,EQ,356.8,356.8,279.1,279.1,279.1,348.85,437478,128265669.25,26-Aug-2025,11352,INE692Z01013
AGARWALFT,SM,64.3,67.75,63.8,66.7,67.75,67.15,28500,1859175.00,26-Aug-2025,18,INE0MLA01012
AGARIND,EQ,797.6,807,780.2,782.15,781,795.75,53918,42718981.85,26-Aug-2025,2614,INE204E01012
AGARWALTUF,SM,149.9,156,149,152.6,150,150.55,34800,5262360.00,26-Aug-2025,29,INE0P8X01016
AGI,EQ,936,937.85,914.05,919.35,915,937,102243,94589579.00,26-Aug-2025,12450,INE415A01038
AGIIL,EQ,1175,1177.6,1150,1158,1159.7,1175.6,17871,20803445.50,26-Aug-2025,2461,INE976R01025
AGNI,SM,22.75,23.4,22.25,22.25,22.25,23.4,10000,229250.00,26-Aug-2025,4,INE0LF301013
AGRITECH,EQ,143.43,143.43,138.35,140.07,138.35,142.51,2675,377085.94,26-Aug-2025,151,INE449G01018
AGROPHOS,BE,45.89,47.44,43.64,46.08,47,45.19,170964,7951304.38,26-Aug-2025,542,INE740V01019
AGSTRA,BE,5.85,6.17,5.75,6.08,6.07,5.99,446387,2699975.28,26-Aug-2025,1351,INE583L01014
AHLADA,EQ,57.51,58.92,57,57.37,57,57.48,23546,1351551.91,26-Aug-2025,324,INE00PV01013
AHLUCONT,EQ,955,960.6,920,924.3,921,958.9,30055,28023614.50,26-Aug-2025,5496,INE758C01029
AIAENG,EQ,3103,3110.7,3035,3039.7,3048.9,3090.1,50492,154696959.70,26-Aug-2025,10255,INE212H01026
AIMTRON,SM,671.9,690,660,676.9,679,671.9,52000,35296500.00,26-Aug-2025,124,INE0RUV01018
GOLDTECH,EQ,69.11,69.9,67.01,67.3,67.1,69.11,26361,1791617.25,26-Aug-2025,569,INE805A01014
AIRAN,EQ,25.85,26.33,25.42,25.69,25.6,25.89,75492,1953821.03,26-Aug-2025,741,INE645W01026
AIROLAM,EQ,110,110.96,105.11,105.95,106.7,109.89,5903,629683.22,26-Aug-2025,225,INE801L01010
AIRTELPP,E1,1470,1470,1442.1,1446.95,1446.9,1466.55,40530,58912868.45,26-Aug-2025,2235,IN9397D01014
AJANTPHARM,EQ,2616.1,2626.2,2560.1,2579.1,2563.4,2622,80420,207938872.10,26-Aug-2025,18469,INE031B01049
AJAXENGG,EQ,693.95,697.15,678.3,689.1,694,694.5,56665,38971260.05,26-Aug-2025,4343,INE274Y01021
AJMERA,EQ,896.2,909.75,884.8,896.45,897.9,905.25,23952,21486261.85,26-Aug-2025,2371,INE298G01027
AJOONI,EQ,5.1,5.94,5.09,5.24,5.24,5.08,4524559,25451953.59,26-Aug-2025,5997,INE820Y01021
AKANKSHA,ST,87.7,88,86,88,88,88,8000,698850.00,26-Aug-2025,8,INE0PCY01014
AKASH,EQ,26.92,27.24,26,26.02,26,26.92,9387,247740.36,26-Aug-2025,129,INE737W01013
AKG,EQ,12.62,12.71,12.26,12.37,12.36,12.6,26510,328122.76,26-Aug-2025,170,INE00Y801016
AKI,BE,9.78,9.78,9.15,9.3,9.3,9.54,39997,373498.84,26-Aug-2025,130,INE642Z01026
AKIKO,ST,156,159,153.6,158.85,159,153.95,32000,5024080.00,26-Aug-2025,15,INE0PMR01017
AFIL,EQ,7.16,7.23,6.99,7,7,7.19,532383,3760993.61,26-Aug-2025,902,INE916Y01027
AKSHOPTFBR,EQ,7.68,7.68,7.36,7.45,7.41,7.65,199888,1500727.27,26-Aug-2025,528,INE523B01011
AKSHAR,EQ,0.63,0.65,0.55,0.57,0.57,0.6,8150409,4793230.25,26-Aug-2025,1396,INE256Z01025
AKSHARCHEM,EQ,279.05,279.05,273.1,275.75,274.5,279.35,4233,1168502.90,26-Aug-2025,282,INE542B01011
AKUMS,EQ,478.35,481.5,469.6,477.1,477,478.35,427955,203620705.10,26-Aug-2025,15922,INE09XN01023
AKZOINDIA,EQ,3412,3460,3397.6,3425.4,3427,3422.4,19870,68329618.40,26-Aug-2025,5528,INE133A01011
ALANKIT,EQ,14.39,14.39,14.16,14.24,14.2,14.26,97164,1386335.67,26-Aug-2025,730,INE914E01040
ALBERTDAVD,EQ,800,813.5,798.65,803.45,804,807.2,2789,2244520.85,26-Aug-2025,432,INE155C01010
ALEMBICLTD,EQ,105,105.08,103.35,103.64,103.35,105.1,159564,16589816.81,26-Aug-2025,3539,INE426A01027
APLLTD,EQ,970,973.75,930.35,936.5,937.7,978.05,62166,59153435.15,26-Aug-2025,8835,INE901L01018
ALICON,EQ,839.5,851.15,832,838.9,847.7,847.25,3936,3320334.30,26-Aug-2025,508,INE062D01024
ALIVUS,EQ,960.3,973,943.9,948.5,950,970,122076,117472505.60,26-Aug-2025,7644,INE03Q201024
ALKALI,EQ,89,89,85.5,86.01,85.5,88.93,8465,734614.25,26-Aug-2025,690,INE773I01017
ALKEM,EQ,5415.5,5438,5373.5,5422,5400,5415.5,188824,1022437228.00,26-Aug-2025,30732,INE540L01014
ALKYLAMINE,EQ,2139.2,2139.2,2052,2067.7,2084.7,2122.5,26336,54977066.70,26-Aug-2025,6458,INE150B01039
ALLETEC,SM,305,307.9,300.7,302.15,300.7,309.25,13200,4015600.00,26-Aug-2025,33,INE0M2X01012
ALLTIME,EQ,329,329.35,301.05,303.1,304.3,328.35,2350406,730819371.75,26-Aug-2025,46165,INE0GV601021
ACLGATI,EQ,63,63,61.35,62.35,62.4,62.54,94404,5855387.67,26-Aug-2025,1263,INE152B01027
ALLCARGO,EQ,33,33.2,31.94,32.15,32.15,33.19,1983473,64226890.07,26-Aug-2025,9763,INE418H01029
ATL,EQ,27.43,27.43,26.89,26.97,26.96,27.31,120458,3258340.28,26-Aug-2025,868,INE0NN701020
ALLDIGI,EQ,956.6,967.85,950,953.9,955,963.75,4584,4379435.80,26-Aug-2025,741,INE835G01018
ABDL,EQ,514.5,519.7,505.65,509.85,506.25,511.95,422382,216482812.05,26-Aug-2025,15638,INE552Z01027
ADSL,EQ,159.45,160.04,156.16,157.35,157.48,159.69,131702,20794438.45,26-Aug-2025,3356,INE102I01027
ALMONDZ,EQ,20.96,21.15,20,20.21,20.1,20.96,89801,1840368.90,26-Aug-2025,503,INE326B01035
ALOKINDS,EQ,18,18.09,17.55,17.62,17.61,18.05,3288749,58188194.46,26-Aug-2025,11432,INE270A01029
ALPA,EQ,98.1,98.1,95,95.21,95.01,97.11,6760,647918.96,26-Aug-2025,317,INE385I01010
ALPEXSOLAR,SM,1215,1265.95,1181.4,1230.35,1229.95,1226.85,161400,197731250.00,26-Aug-2025,643,INE0R4701017
ALPHAGEO,EQ,244.85,245.4,238.1,239.2,239.3,242.8,9396,2275491.60,26-Aug-2025,582,INE137C01018
ALPSINDUS,BE,1.78,1.93,1.78,1.89,1.92,1.87,15166,28780.66,26-Aug-2025,25,INE093B01015
ALUWIND,ST,82,82.8,82,82.8,82.8,81,6000,493200.00,26-Aug-2025,4,INE0STM01017
ARE&M,EQ,986,987.65,968.45,975.85,979.95,986.55,435715,426529624.25,26-Aug-2025,23250,INE885A01032
AMBER,EQ,7352,7425,7174,7229,7228.5,7352.5,320057,2332437526.50,26-Aug-2025,40289,INE371P01015
AMBEY,SM,41.2,42,41.15,41.15,41.15,40.05,18000,752000.00,26-Aug-2025,9,INE0M3I01029
AMBICAAGAR,EQ,26.99,27.08,26.56,26.78,26.99,26.63,2443,65670.51,26-Aug-2025,78,INE792B01012
AMBIKCO,EQ,1439.9,1442.5,1382.5,1387.5,1388.5,1432.7,11867,16720474.70,26-Aug-2025,1609,INE540G01014
AMBUJACEM,EQ,580,581,571.75,572.8,574.2,581,1527366,878875329.60,26-Aug-2025,23742,INE079A01024
AMDIND,EQ,50.97,51.59,50.01,50.42,50.53,50.97,7557,383277.48,26-Aug-2025,498,INE005I01014
AMEYA,SM,101,102.5,100.1,102.5,102.5,101.25,4000,404100.00,26-Aug-2025,4,INE0KT901015
AMNPLST,EQ,226.05,227.75,222,223.24,222,227.21,4864,1097301.49,26-Aug-2025,161,INE275D01022
AMJLAND,EQ,57.75,58.7,56.04,56.54,56.7,57.36,40335,2303331.40,26-Aug-2025,889,INE606A01024
AMRUTANJAN,EQ,713.9,722.95,701.95,703.9,702.5,708.5,19254,13723512.90,26-Aug-2025,4567,INE098F01031
ANANDRATHI,EQ,2795,2822,2747.5,2801.7,2765,2803.8,119666,333458517.30,26-Aug-2025,15283,INE463V01026
ANANTRAJ,EQ,537,539.7,530,531.75,532,539.05,606054,323101961.90,26-Aug-2025,19685,INE242C01024
AMCL,ST,163,173,163,171.9,173,166.5,80800,13680000.00,26-Aug-2025,31,INE0VG001016
ACL,EQ,81,88.74,78,88.74,88.74,80.68,457787,39412085.47,26-Aug-2025,4019,INE666E01020
